fecha_despacho,mes_despacho,dia_semana,remitente,id_unidad,franja_horaria,codigo_nodo_entrada,nombre_nodo_entrada,ciudad_entrada,departamento_entrada,codigo_nodo_salida,nombre_nodo_salida,ciudad_salida,departamento_salida,desbalance_entrada,tipo_desbalance_entrada,marca_desbalance_entrada,marca_final_desbalance_entrada,desbalance_salida,tipo_desbalance_salida,marca_desbalance_salida,marca_final_desbalance_salida,duracion_transito,tipo_tramo,desbalance_operacional,desbalance_clima,desbalance_sistema,desbalance_integridad,desbalance_aguas_arriba,otro_desbalance,marca_desbalance_operacional,marca_desbalance_clima,marca_desbalance_sistema,marca_desbalance_integridad,marca_desbalance_aguas_arriba,marca_otro_desbalance,fabricante,modelo,antiguedad_unidad,interrumpido,reenrutado
2023-07-26,7,4,Gases de la Guajira,CE4781,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,63,Alto >60,true,true,49,Medio >15,true,true,605,Ramal <100Km,0,33,1,8,2,49,0,1,0,1,1,0,Siemens,Taurus 60,17,false,false
2023-09-14,9,5,Surtigas,CE2477,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,-1,Sin desbalance en entrada,false,false,29,Medio >15,true,true,640,,17,0,0,6,10,,1,0,0,1,1,1,Caterpillar,C15,8,false,false
2023-11-16,11,5,Surtigas,CE5860,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,-14,Sin desbalance en entrada,false,false,83,Alto >60,true,true,592,Ramal <100Km,3,14,19,11,15,83,1,1,1,1,1,0,Solar Turbines,Mars 100,5,false,false
2023-10-13,10,6,Gases de la Guajira,CE8737,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,41,Medio >15,true,true,55,Medio >15,true,true,548,Troncal >300Km,15,0,22,16,1,55,1,0,1,1,0,0,Solar Turbines,Centaur 40,27,false,false
2023-03-12,3,1,Surtigas,CE2937,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,17,Medio >15,true,true,55,Medio >15,true,true,328,Ramal <100Km,9,11,5,18,11,55,1,1,1,1,1,0,Siemens,Taurus 60,9,false,false
2023-11-22,11,4,Efigas,CE5974,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,23,Medio >15,true,true,43,Medio >15,true,true,406,Troncal >300Km,1,17,7,8,6,43,0,1,1,1,1,0,GE Oil & Gas,Taurus 60,12,false,false
2023-03-16,3,5,Gases del Caribe,CE3935,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,-3,Sin desbalance en entrada,false,false,66,Alto >60,true,true,129,,5,4,11,28,5,66,1,1,1,1,1,0,Solar Turbines,Taurus 60,26,false,false
2023-09-05,9,3,Gasnacer,CE7392,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,VDP,Estación Valledupar,"Valledupar, CES",CES,6,Bajo <15,true,false,61,Alto >60,true,true,652,Regional 100-300Km,15,6,22,8,20,,1,1,1,1,1,1,GE Oil & Gas,Centaur 40,2,false,false
2023-03-11,3,7,Gases de la Guajira,CE9993,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,42,Medio >15,true,true,32,Medio >15,true,true,310,Troncal >300Km,5,0,12,15,0,,1,0,1,1,0,0,Solar Turbines,Taurus 60,28,false,false
2023-01-11,1,4,Efigas,CE3083,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,4,Bajo <15,true,false,44,Medio >15,true,true,628,,11,12,4,16,3,,1,1,1,1,1,1,Siemens,C15,19,false,false
2023-03-22,3,4,Gases del Caribe,CE9926,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,57,Medio >15,true,true,50,Medio >15,true,true,111,,1,20,4,0,14,50,0,1,1,0,1,0,Solar Turbines,C15,15,false,false
2023-05-18,5,5,Gasnacer,CE9233,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,-8,Sin desbalance en entrada,false,false,66,Alto >60,true,true,214,Regional 100-300Km,21,4,0,33,17,,1,1,0,1,1,1,Solar Turbines,C15,17,false,false
2023-04-15,4,7,Gasnacer,CE8760,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,8,Bajo <15,true,false,47,Medio >15,true,true,346,Regional 100-300Km,3,13,1,38,10,,1,1,0,1,1,1,Siemens,C15,14,false,false
2023-04-15,4,7,Gases del Caribe,CE7858,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,-1,Sin desbalance en entrada,false,false,90,Alto >60,true,true,455,Regional 100-300Km,0,32,23,2,35,,0,1,1,1,1,1,Solar Turbines,Mars 100,5,false,false
2023-08-26,8,7,Surtigas,CE8721,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,64,Alto >60,true,true,69,Alto >60,true,true,625,,14,1,21,3,13,69,1,0,1,1,1,0,Siemens,Mars 100,2,false,false
2023-06-27,6,3,Surtigas,CE6179,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,5,Bajo <15,true,false,92,Alto >60,true,true,559,Troncal >300Km,35,2,7,18,3,92,1,1,1,1,1,0,GE Oil & Gas,Taurus 60,21,false,false
2023-04-03,4,2,Gasnacer,CE1809,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,VDP,Estación Valledupar,"Valledupar, CES",CES,38,Medio >15,true,true,57,Medio >15,true,true,275,Troncal >300Km,11,0,18,5,6,57,1,0,1,1,1,0,Caterpillar,Taurus 60,4,false,false
2023-03-11,3,7,Efigas,CE7812,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,26,Medio >15,true,true,17,Medio >15,true,true,243,Regional 100-300Km,6,3,0,2,11,,1,1,0,1,1,1,Solar Turbines,Taurus 60,13,false,false
2023-12-08,12,6,Surtigas,CE2125,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,14,Bajo <15,true,false,33,Medio >15,true,true,548,Ramal <100Km,5,0,20,8,1,,1,0,1,1,0,1,Caterpillar,Centaur 40,19,false,false
2023-03-05,3,1,Surtigas,CE2068,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,-15,Sin desbalance en entrada,false,false,37,Medio >15,true,true,112,,15,26,0,8,0,,1,1,0,1,0,1,Caterpillar,C15,22,false,false
2023-03-19,3,1,Efigas,CE8291,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,20,Medio >15,true,true,32,Medio >15,true,true,91,,7,10,5,4,0,32,1,1,1,1,0,0,Solar Turbines,Taurus 60,15,false,false
2023-01-31,1,3,Surtigas,CE5060,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,-13,Sin desbalance en entrada,false,false,85,Alto >60,true,true,112,Regional 100-300Km,10,13,27,5,6,85,1,1,1,1,1,0,Solar Turbines,Mars 100,18,false,false
2023-10-08,10,1,Efigas,CE6532,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,45,Medio >15,true,true,33,Medio >15,true,true,183,Ramal <100Km,4,4,6,21,8,,1,1,1,1,1,1,Siemens,Mars 100,20,false,false
2023-01-05,1,5,Gasnacer,CE0567,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,-15,Sin desbalance en entrada,false,false,39,Medio >15,true,true,572,Regional 100-300Km,10,4,1,15,8,39,1,1,0,1,1,0,GE Oil & Gas,Mars 100,7,false,false
2023-12-18,12,2,Gases de la Guajira,CE7709,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,54,Medio >15,true,true,33,Medio >15,true,true,369,Regional 100-300Km,0,7,0,19,8,,0,1,0,1,1,1,Siemens,C15,10,false,false
2023-11-26,11,1,Surtigas,CE7259,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,-3,Sin desbalance en entrada,false,false,111,Alto >60,true,true,558,Troncal >300Km,19,26,33,20,0,111,1,1,1,1,0,0,Siemens,Mars 100,21,false,false
2023-11-16,11,5,Gases de la Guajira,CE3675,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,10,Bajo <15,true,false,16,Medio >15,true,true,527,Ramal <100Km,5,11,1,0,3,,1,1,0,0,1,1,GE Oil & Gas,C15,15,false,false
2023-05-17,5,4,Surtigas,CE8242,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,14,Bajo <15,true,false,45,Medio >15,true,true,87,Regional 100-300Km,10,1,17,0,15,45,1,0,1,0,1,0,GE Oil & Gas,Taurus 60,27,false,false
2023-04-05,4,4,Gasnacer,CE1415,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,20,Medio >15,true,true,26,Medio >15,true,true,602,Troncal >300Km,2,1,9,4,10,,1,0,1,1,1,0,GE Oil & Gas,C15,13,false,false
2023-01-14,1,7,Gases de la Guajira,CE4026,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,11,Bajo <15,true,false,39,Medio >15,true,true,541,Troncal >300Km,13,1,12,1,0,39,1,0,1,0,0,0,GE Oil & Gas,Centaur 40,4,false,false
2023-12-23,12,7,Surtigas,CE0583,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,35,Medio >15,true,true,24,Medio >15,true,true,549,,0,0,0,19,8,,0,0,0,1,1,1,Solar Turbines,Taurus 60,1,false,false
2023-04-05,4,4,Gasnacer,CE3873,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,41,Medio >15,true,true,64,Alto >60,true,true,315,Troncal >300Km,14,9,1,21,5,64,1,1,0,1,1,0,GE Oil & Gas,Centaur 40,7,false,false
2023-07-11,7,3,Gases del Caribe,CE2386,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,16,Medio >15,true,true,26,Medio >15,true,true,172,,3,19,3,1,6,,1,1,1,0,1,1,Caterpillar,C15,2,false,false
2023-02-10,2,6,Gasnacer,CE2870,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,38,Medio >15,true,true,97,Alto >60,true,true,135,,0,24,0,25,24,97,0,1,0,1,1,0,Solar Turbines,Centaur 40,3,false,false
2023-10-07,10,7,Surtigas,CE4772,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,46,Medio >15,true,true,46,Medio >15,true,true,320,,0,11,9,11,2,46,0,1,1,1,1,0,Siemens,Taurus 60,11,false,false
2023-06-22,6,5,Efigas,CE0815,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,43,Medio >15,true,true,49,Medio >15,true,true,139,Troncal >300Km,5,5,15,15,2,49,1,1,1,1,1,0,Siemens,Taurus 60,21,false,false
2023-09-10,9,1,Gases de la Guajira,CE9800,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,VDP,Estación Valledupar,"Valledupar, CES",CES,54,Medio >15,true,true,53,Medio >15,true,true,318,Ramal <100Km,1,28,0,2,11,53,0,1,0,1,1,0,Siemens,Centaur 40,10,false,false
2023-09-29,9,6,Gases del Caribe,CE2287,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,22,Medio >15,true,true,56,Medio >15,true,true,157,Regional 100-300Km,7,2,17,17,11,56,1,1,1,1,1,0,Caterpillar,Taurus 60,25,false,false
2023-07-14,7,6,Efigas,CE8342,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,49,Medio >15,true,true,64,Alto >60,true,true,436,Troncal >300Km,16,1,18,19,8,64,1,0,1,1,1,0,Siemens,Mars 100,8,false,false
2023-05-16,5,3,Gases de la Guajira,CE6879,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,56,Medio >15,true,true,71,Alto >60,true,true,482,Regional 100-300Km,9,7,28,4,2,71,1,1,1,1,1,0,GE Oil & Gas,Taurus 60,3,false,false
2023-02-05,2,1,Gasnacer,CE7845,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,RIO,Estación Riohacha,"Riohacha, LAG",LAG,4,Bajo <15,true,false,54,Medio >15,true,true,539,Regional 100-300Km,7,1,19,10,5,54,1,0,1,1,1,0,Siemens,C15,27,false,false
2023-01-03,1,3,Efigas,CE7033,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,-5,Sin desbalance en entrada,false,false,52,Medio >15,true,true,607,Troncal >300Km,3,7,14,0,20,52,1,1,1,0,1,0,Siemens,Mars 100,29,false,false
2023-02-27,2,2,Gasnacer,CE9819,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,41,Medio >15,true,true,73,Alto >60,true,true,631,,7,19,16,11,3,73,1,1,1,1,1,0,Solar Turbines,Centaur 40,9,false,false
2023-01-14,1,7,Gasnacer,CE4870,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,22,Medio >15,true,true,67,Alto >60,true,true,502,Ramal <100Km,0,28,3,36,4,,0,1,1,1,1,1,Siemens,Centaur 40,11,false,false
2023-08-25,8,6,Gases del Caribe,CE7971,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,10,Bajo <15,true,false,72,Alto >60,true,true,630,Regional 100-300Km,6,6,5,36,3,72,1,1,1,1,1,0,GE Oil & Gas,Mars 100,3,false,false
2023-07-29,7,7,Gases de la Guajira,CE4212,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,64,Alto >60,true,true,57,Medio >15,true,true,524,Regional 100-300Km,1,33,2,10,10,57,0,1,1,1,1,0,Solar Turbines,Taurus 60,12,false,false
2023-04-21,4,6,Surtigas,CE8388,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,11,Bajo <15,true,false,24,Medio >15,true,true,398,,7,5,6,3,0,24,1,1,1,1,0,0,Caterpillar,C15,16,false,false
2023-06-10,6,7,Gases del Caribe,CE4771,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,STM,Estación Santa Marta,"Santa Marta, MAG",MAG,37,Medio >15,true,true,156,Alto >60,true,true,436,Regional 100-300Km,19,13,34,30,20,156,1,1,1,1,1,0,Solar Turbines,C15,24,false,false
2023-03-18,3,7,Efigas,CE2475,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,62,Alto >60,true,true,67,Alto >60,true,true,496,Ramal <100Km,11,4,12,1,18,67,1,1,1,0,1,0,Caterpillar,C15,17,false,false
2023-04-21,4,6,Gasnacer,CE9150,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,61,Alto >60,true,true,17,Medio >15,true,true,555,Troncal >300Km,0,0,15,1,1,,0,0,1,0,0,0,Siemens,Mars 100,1,false,false
2023-03-20,3,2,Gases de la Guajira,CE3197,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,38,Medio >15,true,true,67,Alto >60,true,true,167,Regional 100-300Km,1,6,24,7,18,67,0,1,1,1,1,0,Siemens,Mars 100,16,false,false
2023-09-30,9,7,Gases del Caribe,CE7273,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,-4,Sin desbalance en entrada,false,false,37,Medio >15,true,true,465,Troncal >300Km,11,0,33,4,1,,1,0,1,1,0,1,Siemens,Centaur 40,9,false,false
2023-11-27,11,2,Gasnacer,CE0036,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,60,Medio >15,true,true,34,Medio >15,true,true,516,Troncal >300Km,2,8,5,14,4,34,1,1,1,1,1,0,Siemens,Mars 100,16,false,false
2023-06-04,6,1,Gases del Caribe,CE0353,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,11,Bajo <15,true,false,32,Medio >15,true,true,84,,9,5,5,5,3,32,1,1,1,1,1,0,Caterpillar,Taurus 60,6,false,false
2023-01-07,1,7,Gases de la Guajira,CE2723,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,16,Medio >15,true,true,38,Medio >15,true,true,487,Troncal >300Km,0,19,4,1,24,,0,1,1,0,1,1,Solar Turbines,C15,29,false,false
2023-05-12,5,6,Surtigas,CE3070,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,39,Medio >15,true,true,85,Alto >60,true,true,273,,15,0,33,21,16,,1,0,1,1,1,0,Solar Turbines,Centaur 40,15,false,false
2023-07-27,7,5,Efigas,CE0516,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,29,Medio >15,true,true,11,Bajo <15,true,false,127,Regional 100-300Km,7,3,0,3,0,,1,1,0,1,0,1,Solar Turbines,Mars 100,23,false,false
2023-12-05,12,3,Gasnacer,CE5666,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,28,Medio >15,true,true,65,Alto >60,true,true,316,Ramal <100Km,0,28,9,0,13,65,0,1,1,0,1,0,Siemens,Taurus 60,17,false,false
2023-04-25,4,3,Gases de la Guajira,CE2696,Tarde,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,RIO,Estación Riohacha,"Riohacha, LAG",LAG,46,Medio >15,true,true,58,Medio >15,true,true,101,Regional 100-300Km,18,5,22,7,6,,1,1,1,1,1,0,Solar Turbines,C15,25,false,false
2023-12-17,12,1,Surtigas,CE6469,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,RIO,Estación Riohacha,"Riohacha, LAG",LAG,24,Medio >15,true,true,48,Medio >15,true,true,624,Troncal >300Km,5,17,2,6,8,48,1,1,1,1,1,0,Solar Turbines,Centaur 40,2,false,false
2023-07-04,7,3,Gases de la Guajira,CE7011,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,42,Medio >15,true,true,36,Medio >15,true,true,129,Troncal >300Km,2,2,26,0,4,36,1,1,1,0,1,0,GE Oil & Gas,C15,18,false,false
2023-05-21,5,1,Gases del Caribe,CE1123,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,VDP,Estación Valledupar,"Valledupar, CES",CES,9,Bajo <15,true,false,54,Medio >15,true,true,187,Ramal <100Km,11,0,0,9,17,54,1,0,0,1,1,0,Solar Turbines,Centaur 40,16,false,false
2023-11-17,11,6,Efigas,CE7484,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,19,Medio >15,true,true,30,Medio >15,true,true,303,Troncal >300Km,0,10,13,2,0,30,0,1,1,1,0,0,Siemens,Taurus 60,12,false,false
2023-11-10,11,6,Gases de la Guajira,CE6281,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,12,Bajo <15,true,false,46,Medio >15,true,true,88,Ramal <100Km,21,17,0,2,4,46,1,1,0,1,1,0,GE Oil & Gas,Taurus 60,20,false,false
2023-01-27,1,6,Efigas,CE8707,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,31,Medio >15,true,true,114,Alto >60,true,true,155,,33,2,8,28,13,114,1,1,1,1,1,0,Siemens,Mars 100,17,false,false
2023-04-06,4,5,Surtigas,CE9659,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,59,Medio >15,true,true,56,Medio >15,true,true,76,Regional 100-300Km,19,2,13,1,12,56,1,1,1,0,1,0,Siemens,C15,19,false,false
2023-06-19,6,2,Gases de la Guajira,CE4338,Mañana,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,0,Sin desbalance en entrada,false,false,72,Alto >60,true,true,125,Troncal >300Km,26,2,2,7,17,72,1,1,1,1,1,0,Solar Turbines,Mars 100,9,false,false
2023-10-13,10,6,Surtigas,CE2195,Madrugada,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,SIN,Estación Sincelejo,"Sincelejo, SUC",SUC,51,Medio >15,true,true,41,Medio >15,true,true,140,Troncal >300Km,0,24,3,20,4,,0,1,1,1,1,1,GE Oil & Gas,Centaur 40,3,false,false
2023-08-02,8,4,Gasnacer,CE6604,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,56,Medio >15,true,true,44,Medio >15,true,true,201,Ramal <100Km,3,20,11,0,0,44,1,1,1,0,0,0,Caterpillar,Taurus 60,15,false,false
2023-04-01,4,7,Gases del Caribe,CE7221,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,4,Bajo <15,true,false,62,Alto >60,true,true,287,Ramal <100Km,18,5,1,7,14,62,1,1,0,1,1,0,Solar Turbines,C15,20,false,false
2023-08-05,8,7,Gases del Caribe,CE7853,Mañana,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,3,Bajo <15,true,false,21,Medio >15,true,true,290,Troncal >300Km,7,2,6,3,1,21,1,1,1,1,0,0,Solar Turbines,Taurus 60,28,false,false
2023-07-02,7,1,Gases de la Guajira,CE1386,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,62,Alto >60,true,true,60,Medio >15,true,true,220,Troncal >300Km,20,15,24,2,12,,1,1,1,1,1,1,Solar Turbines,Taurus 60,11,false,false
2023-06-03,6,7,Gasnacer,CE7681,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,CTG,Estación Cartagena,"Cartagena, BOL",BOL,18,Medio >15,true,true,47,Medio >15,true,true,77,Troncal >300Km,0,1,4,16,11,47,0,0,1,1,1,0,Caterpillar,C15,22,false,false
2023-06-28,6,4,Efigas,CE0673,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,BAQ,Estación Barranquilla,"Barranquilla, ATL",ATL,6,Bajo <15,true,false,53,Medio >15,true,true,388,Troncal >300Km,13,0,13,19,12,,1,0,1,1,1,1,Siemens,Mars 100,0,false,false
2023-11-02,11,5,Gasnacer,CE7029,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,34,Medio >15,true,true,47,Medio >15,true,true,288,Regional 100-300Km,7,9,17,21,2,,1,1,1,1,1,1,Siemens,C15,2,false,false
2023-03-01,3,4,Efigas,CE6176,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MTR,Estación Montería,"Montería, COR",COR,-11,Sin desbalance en entrada,false,false,25,Medio >15,true,true,488,Regional 100-300Km,6,1,0,15,6,,1,0,0,1,1,1,GE Oil & Gas,Taurus 60,18,false,false
2023-01-04,1,4,Gases del Caribe,CE4026,Noche,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,24,Medio >15,true,true,69,Alto >60,true,true,63,Regional 100-300Km,17,15,9,11,7,69,1,1,1,1,1,0,GE Oil & Gas,Taurus 60,22,false,false
2023-04-26,4,4,Gases de la Guajira,CE7837,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,CTG,Estación Cartagena,"Cartagena, BOL",BOL,-7,Sin desbalance en entrada,false,false,51,Medio >15,true,true,84,Troncal >300Km,12,2,20,0,11,51,1,1,1,0,1,0,Solar Turbines,Centaur 40,25,false,false
2023-06-28,6,4,Efigas,CE9331,Noche,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MTR,Estación Montería,"Montería, COR",COR,48,Medio >15,true,true,82,Alto >60,true,true,84,Ramal <100Km,25,12,1,17,18,82,1,1,0,1,1,0,Siemens,C15,0,false,false
2023-03-01,3,4,Gases del Caribe,CE9527,Madrugada,JOBO,Jobo (Entrada Córdoba),"Sahagún, COR",COR,MAM,Industrial Mamonal,"Cartagena, BOL",BOL,13,Bajo <15,true,false,55,Medio >15,true,true,403,Ramal <100Km,13,23,4,10,11,,1,1,1,1,1,1,Caterpillar,Mars 100,16,false,false
2023-08-24,8,5,Surtigas,CE5314,Tarde,BALLE,Ballena (Entrada Guajira),"Manaure, LAG",LAG,RIO,Estación Riohacha,"Riohacha, LAG",LAG,41,Medio >15,true,true,44,Medio >15,true,true,442,Ramal <100Km,2,2,11,16,7,44,1,1,1,1,1,0,GE Oil & Gas,Centaur 40,28,false,false
