fecha,temp_prom,temp_min,temp_max,precipitacion,humedad,dir_viento,vel_viento,presion,id_nodo
2023-01-13,29.2,24.4,32.3,14.0,74.0,311.0,16.3,1008.0,VDP
2023-01-14,28.4,24.6,32.3,14.7,60.8,260.0,24.7,1008.7,RIO
2023-01-15,29.2,25.2,34.8,9.0,70.8,359.0,10.2,1004.8,MAM
2023-01-16,29.2,25.3,33.9,23.5,58.1,267.0,12.9,1007.4,BALLE
2023-01-17,28.5,25.5,32.6,3.2,68.1,269.0,19.8,1004.6,JOBO
2023-01-18,29.0,24.2,33.8,1.0,62.6,221.0,7.8,1008.9,BAQ
2023-01-19,29.5,24.3,33.7,11.9,57.6,24.0,19.3,1005.4,CTG
2023-01-20,28.8,24.6,34.0,10.9,67.0,158.0,12.4,1004.7,STM
2023-01-21,28.4,23.8,34.9,0.2,66.3,9.0,6.1,1009.1,SIN
2023-01-22,29.6,25.7,34.3,10.7,60.8,77.0,6.9,1007.9,MTR
2023-01-23,30.3,24.1,34.2,11.5,69.5,89.0,21.0,1010.0,VDP
2023-01-24,28.0,24.1,34.6,6.5,74.9,203.0,20.7,1008.1,RIO
2023-01-25,29.9,25.7,34.4,23.6,76.4,116.0,16.0,1004.9,MAM
2023-01-26,28.1,24.3,35.3,1.9,68.0,122.0,21.5,1006.3,BALLE
2023-01-27,30.8,25.2,34.4,24.5,77.3,33.0,21.3,1008.6,JOBO
2023-01-28,30.8,25.5,35.8,2.7,61.5,247.0,24.4,1011.1,BAQ
2023-01-29,30.4,25.0,34.9,29.9,75.6,183.0,15.4,1008.9,CTG
2023-01-30,30.1,25.9,34.5,5.9,79.7,111.0,8.1,1005.5,STM
2023-01-31,28.8,25.4,33.3,12.9,65.3,89.0,19.7,1007.7,SIN
2023-02-01,29.5,24.5,35.8,9.5,63.8,197.0,10.2,1011.6,MTR
2023-02-02,30.5,25.8,35.4,8.8,71.0,109.0,22.8,1007.6,VDP
2023-02-03,28.7,25.7,35.8,16.7,79.0,351.0,6.1,1010.6,RIO
2023-02-04,29.3,24.4,33.9,6.2,67.0,262.0,12.2,1010.7,MAM
2023-02-05,30.4,24.3,35.6,1.7,63.5,3.0,9.4,1011.3,BALLE
2023-02-06,30.5,25.6,33.6,10.2,79.6,156.0,24.8,1005.7,JOBO
2023-02-07,30.2,25.2,36.3,2.6,79.6,254.0,5.8,1005.9,BAQ
2023-02-08,29.0,24.5,33.7,1.3,63.0,156.0,22.3,1012.0,CTG
2023-02-09,29.5,26.1,33.5,3.4,79.0,183.0,19.7,1011.7,STM
2023-02-10,31.4,24.7,34.4,0.9,82.3,154.0,22.8,1008.5,SIN
2023-02-11,29.5,25.9,35.0,7.2,80.4,118.0,24.7,1007.1,MTR
2023-02-12,29.8,24.6,35.7,4.2,66.2,20.0,20.6,1004.3,VDP
2023-02-13,30.3,25.5,34.2,8.8,71.7,129.0,6.0,1009.4,RIO
2023-02-14,29.0,25.3,35.3,1.9,74.3,316.0,8.6,1004.1,MAM
2023-02-15,31.1,24.9,34.5,0.3,65.4,20.0,16.0,1010.8,BALLE
2023-02-16,30.4,26.3,35.9,5.4,64.3,211.0,11.7,1011.1,JOBO
2023-02-17,29.8,25.0,34.4,30.2,81.2,325.0,5.2,1007.7,BAQ
2023-02-18,31.7,24.6,34.6,15.0,64.3,174.0,17.4,1005.7,CTG
2023-02-19,30.8,26.2,36.0,31.3,70.7,278.0,12.2,1004.6,STM
2023-02-20,29.7,25.0,36.0,13.0,80.9,7.0,9.7,1010.1,SIN
2023-02-21,30.3,26.0,36.6,4.4,75.8,159.0,12.6,1008.5,MTR
2023-02-22,31.5,26.4,35.9,10.6,59.0,271.0,15.4,1004.7,VDP
2023-02-23,29.7,25.9,33.9,2.2,75.6,293.0,9.0,1010.9,RIO
2023-02-24,30.7,24.8,35.1,7.0,60.1,67.0,18.2,1004.9,MAM
2023-02-25,31.1,25.3,34.6,2.1,73.9,189.0,11.3,1010.8,BALLE
2023-02-26,31.4,26.6,36.6,0.1,69.2,37.0,10.2,1007.5,JOBO
2023-02-27,31.5,26.5,35.3,2.6,74.5,117.0,21.3,1008.2,BAQ
2023-02-28,29.1,26.0,35.9,5.2,63.9,109.0,21.0,1006.5,CTG
2023-03-01,31.6,26.7,35.4,21.3,76.6,261.0,14.8,1006.9,STM
2023-03-02,29.3,25.7,34.8,0.3,81.4,154.0,18.1,1008.7,SIN
2023-03-03,30.1,25.7,36.6,18.8,73.5,190.0,18.6,1009.0,MTR
2023-03-04,29.4,25.7,35.1,9.9,69.4,266.0,7.1,1005.9,VDP
2023-03-05,30.2,26.2,35.2,7.3,61.9,181.0,8.3,1006.9,RIO
2023-03-06,29.5,25.2,35.2,4.7,64.2,188.0,20.1,1009.8,MAM
2023-03-07,30.0,26.5,34.3,1.5,64.1,130.0,23.7,1004.2,BALLE
2023-03-08,31.1,26.4,36.3,16.8,75.1,274.0,11.0,1006.2,JOBO
2023-03-09,31.9,26.2,35.4,1.0,65.8,75.0,24.3,1005.4,BAQ
2023-03-10,31.2,26.5,35.1,11.3,60.9,132.0,7.7,1006.6,CTG
2023-03-11,29.3,25.2,35.5,0.5,74.1,311.0,5.1,1011.8,STM
2023-03-12,30.3,26.5,34.6,3.5,61.0,286.0,24.4,1007.1,SIN
2023-03-13,32.2,26.6,35.3,11.0,81.4,160.0,20.0,1005.0,MTR
2023-03-14,29.5,25.4,35.5,2.2,76.1,317.0,22.5,1005.1,VDP
2023-03-15,30.9,25.2,35.7,0.7,70.5,18.0,5.2,1009.1,RIO
2023-03-16,29.5,26.2,35.1,1.5,72.6,108.0,19.0,1008.5,MAM
2023-03-17,31.4,25.7,35.6,31.5,78.2,316.0,10.1,1010.3,BALLE
2023-03-18,31.7,26.0,36.7,3.8,81.1,148.0,11.2,1006.9,JOBO
2023-03-19,29.7,25.1,35.8,0.9,58.5,87.0,18.3,1005.0,BAQ
2023-03-20,31.3,25.9,34.8,16.5,66.3,280.0,23.5,1011.1,CTG
2023-03-21,32.1,25.0,34.6,29.3,69.1,208.0,12.3,1006.5,STM
2023-03-22,30.2,26.4,36.9,0.5,71.6,44.0,19.8,1004.6,SIN
2023-03-23,30.7,26.2,36.1,5.9,65.4,132.0,24.5,1009.8,MTR
2023-03-24,31.2,27.0,34.5,21.3,65.0,82.0,17.1,1007.7,VDP
2023-03-25,30.6,26.8,34.8,11.0,81.0,116.0,15.9,1008.0,RIO
2023-03-26,32.1,25.9,37.2,0.2,74.1,60.0,5.1,1006.8,MAM
2023-03-27,30.8,26.3,34.9,1.8,81.6,301.0,15.8,1011.2,BALLE
2023-03-28,30.5,26.8,37.0,6.4,59.5,188.0,14.0,1005.4,JOBO
2023-03-29,29.8,26.5,35.2,7.7,72.9,261.0,9.9,1008.8,BAQ
2023-03-30,29.6,26.2,36.6,5.9,82.1,281.0,19.8,1007.1,CTG
2023-03-31,30.4,25.2,36.3,10.4,62.6,345.0,13.1,1005.8,STM
2023-04-01,31.2,25.1,35.8,6.5,65.2,335.0,8.1,1004.6,SIN
2023-04-02,31.6,26.8,36.7,3.0,59.0,26.0,11.0,1007.9,MTR
2023-04-03,31.9,25.4,35.3,12.3,76.9,142.0,24.1,1008.5,VDP
2023-04-04,30.9,26.2,34.7,13.7,75.7,255.0,15.0,1006.3,RIO
2023-04-05,29.9,25.9,34.6,26.3,73.8,33.0,13.0,1004.7,MAM
2023-04-06,31.2,25.3,36.5,11.6,57.7,310.0,16.4,1004.5,BALLE
2023-04-07,32.2,26.1,37.0,4.2,61.9,10.0,23.0,1010.8,JOBO
2023-04-08,30.4,25.1,35.0,2.2,63.5,182.0,18.0,1008.8,BAQ
2023-04-09,31.9,26.2,37.2,0.5,66.1,130.0,10.7,1006.7,CTG
2023-04-10,32.2,26.4,36.2,24.9,68.5,352.0,16.3,1005.0,STM
2023-04-11,30.8,25.6,36.6,2.5,67.4,69.0,24.9,1006.5,SIN
2023-04-12,31.4,26.6,37.2,4.1,78.7,64.0,13.9,1007.3,MTR
2023-04-13,32.4,25.7,37.2,7.3,61.2,104.0,11.6,1005.0,VDP
2023-04-14,31.9,26.4,35.1,36.2,70.8,146.0,15.4,1005.7,RIO
2023-04-15,31.2,26.5,35.7,1.8,79.0,288.0,22.4,1007.1,MAM
2023-04-16,31.3,25.9,36.8,28.2,63.6,115.0,14.6,1010.0,BALLE
2023-04-17,32.2,25.7,35.6,6.8,68.4,357.0,22.8,1004.5,JOBO
2023-04-18,31.7,24.9,35.2,4.5,72.2,238.0,5.9,1010.2,BAQ
2023-04-19,30.8,26.3,35.4,3.3,75.8,266.0,5.5,1007.1,CTG
2023-04-20,30.7,25.1,36.2,20.1,58.6,154.0,17.4,1007.8,STM
2023-04-21,30.2,26.6,36.4,16.3,78.2,89.0,13.0,1005.5,SIN
2023-04-22,31.8,26.1,35.2,1.8,62.3,130.0,7.9,1009.8,MTR
2023-04-23,29.7,26.8,36.2,0.4,71.7,312.0,8.9,1011.9,VDP
2023-04-24,31.8,26.6,35.3,4.7,66.1,30.0,23.1,1005.7,RIO
2023-04-25,29.4,25.2,35.0,0.5,63.0,245.0,11.0,1011.6,MAM
2023-04-26,31.9,25.9,36.9,33.1,64.9,283.0,18.9,1011.4,BALLE
2023-04-27,29.4,25.9,34.6,18.8,77.0,130.0,5.1,1007.3,JOBO
2023-04-28,30.7,25.9,36.0,1.8,65.9,322.0,7.1,1004.5,BAQ
2023-04-29,31.3,26.4,36.3,2.0,72.2,264.0,22.1,1004.8,CTG
2023-04-30,30.8,25.7,36.0,7.4,80.2,233.0,9.3,1005.1,STM
2023-05-01,32.1,25.4,35.6,4.7,77.2,285.0,5.7,1009.3,SIN
2023-05-02,31.0,25.4,36.7,1.2,63.0,19.0,19.5,1007.9,MTR
2023-05-03,30.3,26.5,35.1,7.9,78.2,72.0,10.1,1010.3,VDP
2023-05-04,30.6,25.8,36.0,2.9,76.3,30.0,7.1,1008.3,RIO
2023-05-05,30.7,25.6,35.0,1.0,65.7,168.0,13.2,1004.3,MAM
2023-05-06,30.6,25.3,35.8,14.6,66.3,212.0,12.8,1007.2,BALLE
2023-05-07,31.4,26.4,36.8,2.7,68.8,333.0,23.9,1004.6,JOBO
2023-05-08,30.5,26.3,34.7,3.3,69.9,171.0,21.5,1007.4,BAQ
2023-05-09,29.4,26.2,34.4,15.8,72.3,0.0,9.2,1011.2,CTG
2023-05-10,30.0,26.3,35.8,12.1,68.5,342.0,13.9,1008.8,STM
2023-05-11,29.2,25.8,36.5,9.9,74.7,300.0,19.2,1005.1,SIN
2023-05-12,31.3,24.7,35.6,4.6,61.1,178.0,6.4,1010.2,MTR
2023-05-13,31.4,25.9,33.9,15.7,81.0,237.0,16.9,1006.6,VDP
2023-05-14,31.6,25.9,34.9,10.2,72.2,206.0,9.9,1011.0,RIO
2023-05-15,31.3,25.8,34.3,0.8,79.3,177.0,22.1,1009.7,MAM
2023-05-16,31.1,25.3,34.4,19.4,58.5,283.0,8.0,1011.5,BALLE
2023-05-17,30.4,25.5,33.7,30.3,62.7,299.0,5.5,1010.9,JOBO
2023-05-18,29.5,24.4,36.0,19.8,68.0,223.0,16.7,1004.6,BAQ
2023-05-19,30.8,26.1,36.0,1.4,61.2,161.0,22.6,1007.5,CTG
2023-05-20,30.1,25.7,34.7,3.1,80.1,27.0,21.1,1007.1,STM
2023-05-21,31.3,26.3,36.3,21.8,75.6,151.0,18.8,1005.6,SIN
2023-05-22,29.8,25.7,35.2,18.6,62.7,230.0,18.3,1010.6,MTR
2023-05-23,29.2,25.2,35.9,2.3,70.8,349.0,14.0,1010.4,VDP
2023-05-24,31.2,24.8,33.8,5.2,78.1,269.0,10.1,1009.4,RIO
2023-05-25,29.8,25.1,34.9,13.5,75.2,63.0,16.2,1009.4,MAM
2023-05-26,28.9,25.2,33.8,25.5,78.1,193.0,7.0,1011.2,BALLE
2023-05-27,28.6,24.8,34.3,9.5,66.7,18.0,7.9,1009.4,JOBO
2023-05-28,30.5,24.8,35.4,27.1,78.4,73.0,6.7,1005.9,BAQ
2023-05-29,30.9,24.4,34.2,9.2,60.2,34.0,19.3,1009.2,CTG
2023-05-30,28.2,24.1,35.9,18.7,63.9,280.0,24.9,1006.7,STM
2023-05-31,29.1,25.5,35.1,14.9,66.0,37.0,9.0,1005.9,SIN
2023-06-01,28.7,24.4,35.4,16.6,68.7,167.0,18.6,1007.5,MTR
2023-06-02,29.0,24.7,33.9,0.1,81.8,135.0,24.5,1005.3,VDP
2023-06-03,28.9,24.6,33.4,10.8,76.1,166.0,20.4,1011.9,RIO
2023-06-04,28.3,25.8,34.2,12.3,71.1,142.0,15.1,1005.3,MAM
2023-06-05,28.6,25.1,33.7,9.3,72.1,16.0,21.9,1006.9,BALLE
2023-06-06,29.3,25.0,33.6,13.1,69.5,207.0,16.9,1004.8,JOBO
2023-06-07,30.1,24.1,33.0,15.3,73.7,317.0,21.8,1008.3,BAQ
2023-06-08,30.4,25.2,32.9,6.8,59.2,95.0,7.5,1006.5,CTG
2023-06-09,29.0,24.5,34.5,0.1,73.7,98.0,20.0,1010.6,STM
2023-06-10,29.6,25.1,35.6,2.5,59.4,108.0,12.0,1004.6,SIN
2023-06-11,30.0,23.9,34.8,24.6,80.1,239.0,6.9,1006.0,MTR
2023-06-12,28.8,25.1,35.4,12.8,72.7,184.0,6.8,1008.3,VDP
2023-06-13,28.5,25.3,34.6,8.3,57.7,215.0,7.4,1009.2,RIO
2023-06-14,28.4,24.0,34.9,0.4,66.0,102.0,20.8,1004.8,MAM
2023-06-15,27.6,24.9,35.2,34.7,72.7,231.0,14.1,1010.1,BALLE
2023-06-16,27.7,25.2,34.4,7.3,59.7,164.0,10.9,1006.1,JOBO
2023-06-17,29.3,23.6,35.1,6.6,78.4,145.0,16.7,1004.5,BAQ
2023-06-18,29.0,24.5,35.1,3.8,64.2,201.0,15.1,1010.8,CTG
2023-06-19,29.6,24.4,34.0,27.5,59.6,230.0,22.9,1005.3,STM
2023-06-20,28.8,23.9,33.5,3.1,75.5,125.0,21.8,1007.5,SIN
2023-06-21,29.2,24.7,32.8,18.1,71.6,319.0,21.4,1011.9,MTR
2023-06-22,28.5,24.5,34.8,17.4,74.3,99.0,9.0,1006.0,VDP
2023-06-23,28.0,23.8,33.4,4.5,71.0,65.0,5.1,1011.4,RIO
2023-06-24,28.3,25.2,33.6,0.4,78.9,10.0,5.5,1007.5,MAM
2023-06-25,28.6,24.5,33.8,21.3,78.8,4.0,15.6,1006.0,BALLE
2023-06-26,28.2,23.8,34.2,6.4,80.1,291.0,15.2,1007.4,JOBO
2023-06-27,27.2,23.7,34.6,4.3,75.2,134.0,22.2,1010.3,BAQ
2023-06-28,28.5,23.2,33.7,10.8,64.3,204.0,12.8,1007.1,CTG
2023-06-29,28.9,23.3,33.6,14.4,60.2,49.0,24.5,1007.0,STM
2023-06-30,28.8,23.9,34.5,26.9,80.1,119.0,8.4,1006.6,SIN
2023-07-01,28.8,24.9,31.7,5.7,61.5,119.0,5.8,1010.9,MTR
2023-07-02,29.2,24.5,31.8,14.2,69.5,177.0,23.6,1005.2,VDP
2023-07-03,27.2,23.7,31.8,30.7,81.2,249.0,24.6,1005.5,RIO
2023-07-04,28.7,24.5,33.4,2.8,60.5,108.0,13.5,1008.7,MAM
2023-07-05,27.7,24.6,33.7,6.4,58.9,39.0,21.3,1004.6,BALLE
2023-07-06,26.7,24.3,33.6,12.4,70.1,7.0,14.6,1007.2,JOBO
2023-07-07,28.9,23.6,31.6,20.2,76.0,39.0,5.9,1011.1,BAQ
2023-07-08,27.1,24.0,33.1,0.9,58.5,234.0,20.4,1011.2,CTG
2023-07-09,28.3,24.4,33.3,17.3,80.7,324.0,21.2,1009.5,STM
2023-07-10,27.6,23.5,33.3,1.0,79.6,237.0,21.2,1006.1,SIN
2023-07-11,28.0,24.4,32.1,16.7,60.0,233.0,13.3,1004.8,MTR
2023-07-12,27.9,23.6,31.8,5.2,82.0,136.0,18.2,1006.0,VDP
2023-07-13,28.0,23.6,31.3,23.0,61.9,167.0,18.4,1005.8,RIO
2023-07-14,28.0,24.3,32.4,35.8,66.8,73.0,12.3,1007.3,MAM
2023-07-15,28.7,23.5,32.6,11.1,69.0,136.0,13.8,1008.4,BALLE
2023-07-16,28.1,23.6,33.0,1.0,69.0,48.0,18.8,1004.8,JOBO
2023-07-17,26.2,24.3,32.7,17.0,78.9,124.0,8.4,1010.7,BAQ
2023-07-18,28.5,23.6,33.4,1.7,70.6,355.0,6.7,1008.3,CTG
2023-07-19,27.8,23.7,31.5,1.9,59.6,346.0,16.7,1008.4,STM
2023-07-20,27.2,22.6,33.1,21.1,63.7,160.0,10.3,1006.7,SIN
2023-07-21,27.4,22.7,32.7,32.1,78.1,331.0,12.7,1008.5,MTR
2023-07-22,28.3,23.1,33.5,27.6,69.1,300.0,24.6,1010.0,VDP
2023-07-23,27.3,23.4,32.7,21.4,58.5,158.0,10.1,1009.0,RIO
2023-07-24,27.1,22.9,32.0,7.2,65.1,31.0,6.8,1005.3,MAM
2023-07-25,28.2,23.2,31.3,1.2,80.5,222.0,12.7,1004.7,BALLE
2023-07-26,27.2,23.6,31.4,3.4,58.5,161.0,19.3,1005.6,JOBO
2023-07-27,27.2,24.0,30.4,2.9,65.7,139.0,10.8,1004.6,BAQ
2023-07-28,25.7,23.6,33.0,6.4,74.3,248.0,14.0,1006.2,CTG
2023-07-29,26.8,23.0,32.6,23.8,58.7,247.0,20.3,1005.7,STM
2023-07-30,26.2,22.7,30.2,23.0,64.4,251.0,22.9,1006.7,SIN
2023-07-31,27.4,23.1,31.3,23.9,74.6,329.0,5.4,1006.4,MTR
2023-08-01,27.6,22.9,32.5,11.5,80.6,233.0,22.0,1012.0,VDP
2023-08-02,25.3,23.6,31.0,11.3,78.1,96.0,13.9,1011.4,RIO
2023-08-03,26.3,23.9,31.2,35.8,60.7,76.0,14.1,1009.6,MAM
2023-08-04,26.8,22.1,30.7,3.1,70.8,121.0,24.3,1011.1,BALLE
2023-08-05,26.7,22.8,32.1,25.3,59.2,237.0,7.7,1005.3,JOBO
2023-08-06,26.8,23.7,31.8,7.2,69.1,288.0,21.7,1007.5,BAQ
2023-08-07,25.1,22.3,31.5,0.9,66.4,27.0,5.5,1010.2,CTG
2023-08-08,27.5,22.3,30.8,12.6,59.1,350.0,24.1,1007.7,STM
2023-08-09,24.8,23.0,31.0,8.5,69.1,226.0,17.9,1008.9,SIN
2023-08-10,25.2,22.4,30.0,21.6,71.9,151.0,14.1,1008.7,MTR
2023-08-11,25.4,22.5,30.1,35.5,69.7,358.0,8.8,1011.4,VDP
2023-08-12,24.9,23.0,31.4,9.9,60.6,2.0,17.6,1010.7,RIO
2023-08-13,24.7,23.2,29.8,5.2,60.6,7.0,22.8,1008.5,MAM
2023-08-14,26.5,22.1,31.6,1.8,72.0,352.0,7.7,1005.0,BALLE
2023-08-15,26.2,23.1,32.0,5.4,58.9,148.0,20.6,1005.1,JOBO
2023-08-16,25.4,23.4,31.4,7.5,75.3,94.0,24.7,1011.5,BAQ
2023-08-17,27.1,21.6,29.4,8.1,79.5,7.0,6.0,1006.1,CTG
2023-08-18,24.7,23.0,29.9,25.6,81.4,65.0,14.4,1008.9,STM
2023-08-19,25.6,21.7,30.6,8.1,63.2,119.0,10.5,1006.0,SIN
2023-08-20,26.5,22.8,30.0,28.3,63.9,176.0,11.7,1005.7,MTR
2023-08-21,25.7,23.3,30.1,28.4,76.3,256.0,16.1,1006.9,VDP
2023-08-22,25.9,22.7,30.3,5.4,58.5,114.0,14.9,1011.3,RIO
2023-08-23,25.4,22.4,31.5,4.1,82.3,121.0,16.1,1004.8,MAM
2023-08-24,25.2,23.0,29.7,0.5,70.2,22.0,6.4,1009.8,BALLE
2023-08-25,25.3,22.7,30.2,6.9,80.4,46.0,18.0,1007.0,JOBO
2023-08-26,26.2,22.2,32.0,3.3,65.7,9.0,8.8,1004.5,BAQ
2023-08-27,25.8,21.7,31.4,20.4,80.3,102.0,19.0,1009.1,CTG
2023-08-28,25.0,22.3,30.3,11.9,74.0,248.0,12.4,1008.8,STM
2023-08-29,24.5,22.1,30.6,0.1,80.8,337.0,14.8,1010.1,SIN
2023-08-30,24.2,21.4,31.5,16.0,76.7,228.0,12.6,1006.9,MTR
2023-08-31,25.1,21.8,29.3,3.8,68.5,272.0,15.6,1007.1,VDP
2023-09-01,24.7,21.7,29.2,7.8,82.1,357.0,6.0,1008.6,RIO
2023-09-02,25.3,22.8,31.0,2.3,60.2,214.0,15.1,1008.8,MAM
2023-09-03,26.7,22.3,31.1,25.6,77.1,178.0,14.2,1010.5,BALLE
2023-09-04,24.9,22.6,29.5,7.7,59.8,3.0,9.6,1004.0,JOBO
2023-09-05,25.2,22.6,31.7,16.9,57.9,286.0,17.8,1006.7,BAQ
2023-09-06,24.6,22.8,30.5,6.4,60.8,113.0,20.7,1008.0,CTG
2023-09-07,24.6,23.0,29.7,5.9,81.8,56.0,14.6,1008.5,STM
2023-09-08,24.8,22.8,29.3,0.3,78.2,209.0,8.6,1011.5,SIN
2023-09-09,25.0,22.9,31.7,8.1,80.2,360.0,10.8,1010.9,MTR
2023-09-10,26.1,22.0,30.3,17.4,65.7,318.0,22.7,1010.6,VDP
2023-09-11,24.6,23.0,28.8,18.1,67.3,262.0,14.1,1010.5,RIO
2023-09-12,24.2,22.8,30.4,5.2,71.9,161.0,17.3,1005.6,MAM
2023-09-13,26.2,22.7,29.8,0.8,68.1,258.0,14.5,1009.2,BALLE
2023-09-14,24.7,22.0,31.0,5.6,58.0,54.0,5.2,1006.7,JOBO
2023-09-15,24.9,21.7,28.7,15.3,76.3,266.0,11.0,1011.7,BAQ
2023-09-16,25.5,22.2,31.2,13.8,78.5,21.0,7.7,1010.0,CTG
2023-09-17,25.6,22.3,30.7,13.0,60.7,5.0,18.4,1005.7,STM
2023-09-18,24.0,22.3,29.7,38.0,68.9,64.0,15.8,1005.3,SIN
2023-09-19,24.2,21.8,30.5,17.4,59.0,109.0,19.0,1009.3,MTR
2023-09-20,23.9,21.9,30.9,3.7,69.1,218.0,7.5,1007.5,VDP
2023-09-21,24.5,21.6,28.8,33.7,69.2,278.0,9.6,1006.7,RIO
2023-09-22,25.6,21.9,29.9,6.8,81.8,300.0,6.5,1010.6,MAM
2023-09-23,25.7,21.2,29.8,29.3,76.1,185.0,17.6,1004.5,BALLE
2023-09-24,25.9,21.1,29.5,10.1,69.0,112.0,18.7,1008.7,JOBO
2023-09-25,24.3,22.4,28.9,17.1,73.4,341.0,24.5,1006.8,BAQ
2023-09-26,25.9,21.4,29.0,8.6,64.3,218.0,7.1,1008.0,CTG
2023-09-27,23.8,22.0,30.4,8.5,69.6,126.0,11.5,1011.6,STM
2023-09-28,24.6,22.1,28.7,4.0,74.1,124.0,8.0,1011.0,SIN
2023-09-29,25.8,22.2,29.4,18.3,72.3,70.0,19.8,1008.7,MTR
2023-09-30,25.4,22.0,29.0,2.8,57.8,244.0,9.1,1005.0,VDP
2023-10-01,24.6,21.0,29.1,30.8,63.8,124.0,9.9,1005.1,RIO
2023-10-02,24.7,22.8,31.0,1.6,77.9,106.0,17.6,1010.9,MAM
2023-10-03,24.2,22.7,30.1,12.0,66.8,279.0,11.9,1009.3,BALLE
2023-10-04,25.7,21.1,30.6,12.7,78.7,87.0,19.7,1008.9,JOBO
2023-10-05,24.1,21.2,31.1,0.1,69.8,114.0,19.1,1005.2,BAQ
2023-10-06,25.7,21.6,29.1,6.4,79.7,119.0,21.6,1007.3,CTG
2023-10-07,26.0,22.5,29.4,17.1,63.1,102.0,14.8,1010.1,STM
2023-10-08,24.7,22.0,31.0,25.3,60.6,6.0,20.5,1009.4,SIN
2023-10-09,24.4,22.9,30.5,8.6,63.0,60.0,19.1,1005.2,MTR
2023-10-10,23.8,21.3,30.7,9.0,60.6,266.0,5.2,1009.4,VDP
2023-10-11,23.8,22.6,29.5,6.3,61.2,228.0,19.5,1006.2,RIO
2023-10-12,26.2,22.8,30.9,12.2,75.2,320.0,20.9,1008.4,MAM
2023-10-13,24.1,21.7,30.5,10.4,73.0,164.0,21.9,1004.5,BALLE
2023-10-14,25.1,22.7,29.9,33.0,69.3,252.0,5.6,1009.8,JOBO
2023-10-15,24.2,22.7,31.5,1.8,70.1,174.0,7.4,1005.6,BAQ
2023-10-16,26.3,21.5,29.5,9.7,76.9,259.0,23.8,1011.7,CTG
2023-10-17,26.0,21.4,30.2,2.2,68.1,14.0,18.5,1004.3,STM
2023-10-18,25.2,21.9,29.2,15.5,60.6,293.0,19.8,1011.2,SIN
2023-10-19,24.6,22.8,29.1,5.2,82.0,103.0,24.4,1008.9,MTR
2023-10-20,23.9,22.5,30.8,3.4,67.2,259.0,14.6,1010.1,VDP
2023-10-21,26.1,21.2,29.0,5.9,81.5,321.0,22.3,1008.8,RIO
2023-10-22,25.4,22.3,30.9,0.1,73.0,333.0,6.7,1009.7,MAM
2023-10-23,25.8,21.8,30.2,20.9,61.8,92.0,6.9,1009.3,BALLE
2023-10-24,24.1,21.3,29.6,11.8,69.0,297.0,8.1,1009.2,JOBO
2023-10-25,26.7,22.2,29.3,10.5,74.8,40.0,6.2,1007.9,BAQ
2023-10-26,26.5,22.0,29.0,4.0,66.0,214.0,15.0,1009.1,CTG
2023-10-27,25.1,22.5,29.7,28.1,81.3,62.0,6.2,1004.1,STM
2023-10-28,24.1,21.7,29.6,0.1,61.1,4.0,14.7,1007.0,SIN
2023-10-29,24.5,22.9,31.2,17.8,78.8,285.0,13.5,1007.6,MTR
2023-10-30,24.5,22.6,30.3,11.3,77.2,313.0,7.5,1004.8,VDP
2023-10-31,25.4,21.8,31.3,2.6,66.0,188.0,25.0,1010.2,RIO
2023-11-01,24.0,22.4,30.6,27.5,74.0,144.0,20.3,1004.9,MAM
2023-11-02,26.9,21.8,31.2,9.8,76.8,16.0,19.3,1008.1,BALLE
2023-11-03,26.1,22.2,29.7,14.5,60.8,342.0,6.1,1008.6,JOBO
2023-11-04,25.5,21.4,30.7,21.6,78.2,45.0,8.4,1004.3,BAQ
2023-11-05,26.2,21.8,30.3,0.3,79.8,117.0,15.2,1008.2,CTG
2023-11-06,24.8,23.0,29.7,6.4,74.5,271.0,20.1,1010.0,STM
2023-11-07,26.3,23.2,31.5,11.1,68.8,238.0,18.8,1008.0,SIN
2023-11-08,26.8,23.1,31.6,2.2,71.9,12.0,17.9,1008.2,MTR
2023-11-09,26.3,22.6,31.2,24.4,59.4,97.0,17.4,1010.5,VDP
2023-11-10,24.6,23.3,29.6,3.1,58.7,189.0,14.6,1009.6,RIO
2023-11-11,24.5,21.5,30.1,2.0,70.0,289.0,22.6,1011.4,MAM
2023-11-12,25.0,22.4,30.5,21.5,81.1,5.0,23.1,1004.9,BALLE
2023-11-13,24.5,21.7,30.5,2.2,59.1,148.0,18.4,1011.4,JOBO
2023-11-14,25.4,22.4,31.7,3.0,75.5,360.0,21.2,1010.7,BAQ
2023-11-15,26.7,22.5,31.8,9.4,78.0,191.0,5.4,1005.1,CTG
2023-11-16,26.0,22.1,31.1,6.4,60.5,213.0,20.6,1007.9,STM
2023-11-17,26.9,22.5,32.4,26.5,65.7,311.0,21.1,1008.0,SIN
2023-11-18,26.0,21.9,31.6,1.6,66.4,187.0,7.6,1005.1,MTR
2023-11-19,27.4,22.2,30.8,6.3,73.3,181.0,9.2,1005.2,VDP
2023-11-20,24.7,22.4,32.1,0.6,65.8,284.0,10.2,1007.0,RIO
2023-11-21,26.7,21.8,32.3,12.2,72.0,23.0,18.3,1008.9,MAM
2023-11-22,27.6,23.1,30.4,17.5,59.5,110.0,6.7,1006.6,BALLE
2023-11-23,26.8,21.9,30.5,12.2,67.6,313.0,7.2,1008.5,JOBO
