fuente,fecha_despacho,dia_semana,remitente,id_unidad,interrumpido,reenrutado,nodo_entrada,ciudad_entrada,franja_horaria,desbalance_entrada,marca_desbalance_entrada,tipo_desbalance_entrada,nodo_salida,ciudad_salida,desbalance_salida,tipo_desbalance_salida,duracion_transito,tipo_tramo,desbalance_operacional,desbalance_clima,desbalance_sistema,desbalance_integridad,desbalance_aguas_arriba
gas_interrupted_9,2023-09-01,6,Gases de la Guajira,CE7998,true,true,BALLE,"Manaure, LAG",Noche,-5,false,,VDP,"Valledupar, CES",67,,94,Troncal principal,3,18,13,34,0
gas_interrupted_9,2023-09-02,7,Efigas,CE3997,true,false,BALLE,"Manaure, LAG",Mañana,49,true,,BAQ,"Barranquilla, ATL",113,,536,Regional Sabanas,17,18,0,34,14
gas_interrupted_9,2023-09-03,1,Gases del Caribe,CE3797,true,true,BALLE,"Manaure, LAG",Madrugada,6,true,,STM,"Santa Marta, MAG",78,,302,Troncal principal,1,0,25,5,26
gas_interrupted_9,2023-09-04,2,Efigas,CE7836,true,false,JOBO,"Sahagún, COR",Mañana,47,true,,,"Sincelejo, SUC",62,,276,RAMAL urbano,4,0,3,32,10
gas_interrupted_9,2023-09-05,3,Efigas,CE9306,true,false,JOBO,"Sahagún, COR",Mañana,6,true,,SIN,"Sincelejo, SUC",30,,280,RAMAL urbano,8,1,9,3,19
gas_interrupted_9,2023-09-06,4,Gasnacer,CE2292,true,false,JOBO,"Sahagún, COR",Mañana,46,true,,MTR,"Montería, COR",54,,211,RAMAL urbano,22,10,20,2,19
gas_interrupted_9,2023-09-07,5,Gases del Caribe,CE5761,true,false,BALLE,"Manaure, LAG",Tarde,4,true,,BAQ,"Barranquilla, ATL",17,,151,ductos varios,1,7,1,1,3
gas_interrupted_9,2023-09-08,6,Gases de la Guajira,CE8828,false,false,BALLE,"Manaure, LAG",Tarde,38,true,,VDP,"Valledupar, CES",40,,385,Ramal industrial,1,9,11,19,8
gas_interrupted_9,2023-09-09,7,Gasnacer,CE0936,true,false,BALLE,"Manaure, LAG",Tarde,17,true,,RIO,"Riohacha, LAG",53,,324,regional sur,6,3,9,16,4
gas_interrupted_9,2023-09-10,1,Gasnacer,CE9406,true,false,BALLE,"Manaure, LAG",Mañana,5,true,,MTR,"Montería, COR",52,,216,RAMAL urbano,19,23,3,3,5
gas_interrupted_9,2023-09-11,2,Gases de la Guajira,CE0303,true,true,JOBO,"Sahagún, COR",Noche,28,true,,STM,"Santa Marta, MAG",83,,637,RAMAL urbano,2,17,7,0,33
gas_interrupted_9,2023-09-12,3,Gasnacer,CE9209,true,false,BALLE,"Manaure, LAG",Mañana,-13,false,,SIN,"Sincelejo, SUC",72,,383,Regional Sabanas,22,9,20,4,0
gas_interrupted_9,2023-09-13,4,Gasnacer,CE5718,true,false,JOBO,"Sahagún, COR",Noche,14,true,,RIO,"Riohacha, LAG",40,,403,troncal norte,5,0,23,2,5
gas_interrupted_9,2023-09-14,5,Gasnacer,CE0988,true,false,JOBO,"Sahagún, COR",Tarde,55,true,,CTG,"Cartagena, BOL",50,,477,Troncal principal,14,0,4,0,33
gas_interrupted_9,2023-09-15,6,Gases del Caribe,CE4335,true,true,JOBO,"Sahagún, COR",Madrugada,-13,false,,MAM,"Cartagena, BOL",81,,387,Ramal industrial,3,6,20,21,20
gas_interrupted_9,2023-09-16,7,Efigas,CE1271,true,false,JOBO,"Sahagún, COR",Noche,62,true,,CTG,"Cartagena, BOL",26,,256,troncal norte,0,1,0,20,2
gas_interrupted_9,2023-09-17,1,Gasnacer,CE8425,true,true,BALLE,"Manaure, LAG",Madrugada,7,true,,VDP,"Valledupar, CES",101,,558,Ramal industrial,20,12,7,8,29
gas_interrupted_9,2023-09-18,2,Gases de la Guajira,CE6800,true,false,JOBO,"Sahagún, COR",Tarde,55,true,,STM,"Santa Marta, MAG",39,,258,Ramal industrial,0,11,6,2,8
gas_interrupted_9,2023-09-19,3,Gases de la Guajira,CE8552,true,false,JOBO,"Sahagún, COR",Mañana,46,true,,CTG,"Cartagena, BOL",26,,103,Ramal industrial,19,12,5,0,1
gas_interrupted_9,2023-09-20,4,Gases del Caribe,CE3143,true,true,JOBO,"Sahagún, COR",Noche,49,true,,RIO,"Riohacha, LAG",80,,584,ductos varios,1,22,1,12,18
gas_interrupted_9,2023-09-21,5,Surtigas,CE7651,false,false,JOBO,"Sahagún, COR",Mañana,60,true,,MAM,"Cartagena, BOL",80,,282,RAMAL urbano,8,15,6,26,18
gas_interrupted_9,2023-09-22,6,Gasnacer,CE6765,false,false,BALLE,"Manaure, LAG",Mañana,-9,false,,BAQ,"Barranquilla, ATL",52,,532,Regional Sabanas,1,0,8,24,14
gas_interrupted_9,2023-09-23,7,Gases del Caribe,CE7498,true,false,JOBO,"Sahagún, COR",Madrugada,-12,false,,VDP,"Valledupar, CES",46,,114,RAMAL urbano,2,20,32,1,0
gas_interrupted_9,2023-09-24,1,Gasnacer,CE4623,false,false,JOBO,"Sahagún, COR",Mañana,52,true,,MAM,"Cartagena, BOL",28,,630,ductos varios,5,2,9,14,0
gas_interrupted_9,2023-09-25,2,Efigas,CE1437,true,false,BALLE,"Manaure, LAG",Noche,60,true,,BAQ,"Barranquilla, ATL",55,,364,Regional Sabanas,1,19,4,11,11
gas_interrupted_9,2023-09-26,3,Gases del Caribe,CE5668,true,false,JOBO,"Sahagún, COR",Madrugada,-14,false,,VDP,"Valledupar, CES",48,,99,regional sur,2,13,1,17,4
gas_interrupted_9,2023-09-27,4,Gasnacer,CE7376,true,false,JOBO,"Sahagún, COR",Tarde,37,true,,VDP,"Valledupar, CES",87,,565,Troncal principal,22,5,12,12,31
gas_interrupted_9,2023-09-28,5,Efigas,CE3283,false,false,JOBO,"Sahagún, COR",Madrugada,39,true,,VDP,"Valledupar, CES",11,,581,RAMAL urbano,0,7,0,0,2
gas_interrupted_9,2023-09-29,6,Gasnacer,CE4867,true,false,BALLE,"Manaure, LAG",Noche,50,true,,MTR,"Montería, COR",43,,118,ductos varios,8,3,3,8,13
gas_interrupted_9,2023-09-30,7,Gases de la Guajira,CE6666,true,false,BALLE,"Manaure, LAG",Noche,30,true,,MTR,"Montería, COR",31,,221,regional sur,8,1,0,12,9
gas_interrupted_10,2023-10-01,1,Gases del Caribe,CE1302,false,true,JOBO,"Sahagún, COR",Tarde,52,true,,SIN,"Sincelejo, SUC",78,,125,RAMAL urbano,25,4,10,23,25
gas_interrupted_10,2023-10-02,2,Gases del Caribe,CE9015,true,false,JOBO,"Sahagún, COR",Mañana,27,true,,SIN,"Sincelejo, SUC",39,,248,Troncal principal,10,5,5,0,7
gas_interrupted_10,2023-10-03,3,Gases del Caribe,CE0982,true,true,BALLE,"Manaure, LAG",Madrugada,56,true,,RIO,"Riohacha, LAG",47,,180,RAMAL urbano,9,8,4,26,4
gas_interrupted_10,2023-10-04,4,Gases de la Guajira,CE1372,true,false,JOBO,"Sahagún, COR",Noche,4,true,,BAQ,"Barranquilla, ATL",43,,123,troncal norte,22,1,12,15,3
gas_interrupted_10,2023-10-05,5,Gases del Caribe,CE4939,true,false,JOBO,"Sahagún, COR",Mañana,11,true,,MTR,"Montería, COR",83,,627,Troncal principal,20,28,8,0,4
gas_interrupted_10,2023-10-06,6,Gases de la Guajira,CE7943,true,false,BALLE,"Manaure, LAG",Madrugada,10,true,,SIN,"Sincelejo, SUC",26,,238,troncal norte,2,4,9,1,3
gas_interrupted_10,2023-10-07,7,Surtigas,CE1235,false,false,BALLE,"Manaure, LAG",Mañana,33,true,,MAM,"Cartagena, BOL",36,,314,RAMAL urbano,18,13,0,14,0
gas_interrupted_10,2023-10-08,1,Gases del Caribe,CE6455,true,false,BALLE,"Manaure, LAG",Mañana,16,true,,VDP,"Valledupar, CES",81,,109,regional sur,20,17,14,3,0
gas_interrupted_10,2023-10-09,2,Gases de la Guajira,CE2727,true,false,JOBO,"Sahagún, COR",Mañana,15,true,,,"Santa Marta, MAG",12,,255,regional sur,2,0,0,3,10
gas_interrupted_10,2023-10-10,3,Gases del Caribe,CE1098,false,false,JOBO,"Sahagún, COR",Tarde,49,true,,VDP,"Valledupar, CES",43,,547,Troncal principal,21,10,0,7,11
gas_interrupted_10,2023-10-11,4,Gases de la Guajira,CE5046,true,false,JOBO,"Sahagún, COR",Noche,7,true,,BAQ,"Barranquilla, ATL",68,,214,troncal norte,12,19,25,22,0
gas_interrupted_10,2023-10-12,5,Efigas,CE6455,true,false,BALLE,"Manaure, LAG",Noche,21,true,,STM,"Santa Marta, MAG",64,,652,Regional Sabanas,0,7,8,7,30
gas_interrupted_10,2023-10-13,6,Gases del Caribe,CE0830,true,false,BALLE,"Manaure, LAG",Tarde,11,true,,STM,"Santa Marta, MAG",69,,183,Troncal principal,5,9,15,21,18
gas_interrupted_10,2023-10-14,7,Surtigas,CE5335,false,true,BALLE,"Manaure, LAG",Tarde,-14,false,,MTR,"Montería, COR",20,,85,Ramal industrial,7,3,1,0,3
gas_interrupted_10,2023-10-15,1,Gasnacer,CE3634,false,false,JOBO,"Sahagún, COR",Madrugada,-10,false,,SIN,"Sincelejo, SUC",22,,337,ductos varios,4,6,0,10,7
gas_interrupted_10,2023-10-16,2,Efigas,CE2454,true,false,JOBO,"Sahagún, COR",Tarde,20,true,,CTG,"Cartagena, BOL",12,,591,ductos varios,1,2,1,0,13
gas_interrupted_10,2023-10-17,3,Surtigas,CE9161,false,false,BALLE,"Manaure, LAG",Mañana,5,true,,VDP,"Valledupar, CES",70,,404,regional sur,2,5,35,5,9
gas_interrupted_10,2023-10-18,4,Efigas,CE5086,true,false,JOBO,"Sahagún, COR",Madrugada,29,true,,MAM,"Cartagena, BOL",40,,282,Regional Sabanas,5,5,5,16,11
gas_interrupted_10,2023-10-19,5,Surtigas,CE5068,true,false,BALLE,"Manaure, LAG",Noche,62,true,,MAM,"Cartagena, BOL",43,,483,Regional Sabanas,2,1,17,10,30
gas_interrupted_10,2023-10-20,6,Gasnacer,CE1763,true,false,JOBO,"Sahagún, COR",Madrugada,-10,false,,STM,"Santa Marta, MAG",41,,298,troncal norte,26,8,11,0,11
gas_interrupted_10,2023-10-21,7,Gases de la Guajira,CE5907,false,true,JOBO,"Sahagún, COR",Madrugada,12,true,,BAQ,"Barranquilla, ATL",85,,353,ductos varios,3,16,2,19,31
gas_interrupted_10,2023-10-22,1,Gases de la Guajira,CE0539,false,false,BALLE,"Manaure, LAG",Noche,27,true,,MAM,"Cartagena, BOL",80,,575,Troncal principal,11,0,10,9,25
gas_interrupted_10,2023-10-23,2,Gases del Caribe,CE7631,true,false,BALLE,"Manaure, LAG",Mañana,61,true,,MAM,"Cartagena, BOL",33,,427,RAMAL urbano,2,8,13,14,2
gas_interrupted_10,2023-10-24,3,Surtigas,CE9745,true,false,JOBO,"Sahagún, COR",Mañana,31,true,,VDP,"Valledupar, CES",36,,144,ductos varios,3,7,1,8,12
gas_interrupted_10,2023-10-25,4,Efigas,CE0829,true,false,JOBO,"Sahagún, COR",Madrugada,39,true,,MTR,"Montería, COR",53,,466,RAMAL urbano,9,0,0,28,4
gas_interrupted_10,2023-10-26,5,Surtigas,CE7358,true,true,JOBO,"Sahagún, COR",Tarde,12,true,,RIO,"Riohacha, LAG",33,,195,RAMAL urbano,0,15,6,23,1
gas_interrupted_10,2023-10-27,6,Gases de la Guajira,CE6220,true,false,JOBO,"Sahagún, COR",Noche,-3,false,,MTR,"Montería, COR",47,,517,Ramal industrial,10,10,25,1,0
gas_interrupted_10,2023-10-28,7,Gases del Caribe,CE0703,true,true,JOBO,"Sahagún, COR",Tarde,22,true,,VDP,"Valledupar, CES",43,,561,Ramal industrial,10,8,17,4,0
gas_interrupted_10,2023-10-29,1,Gases de la Guajira,CE1279,true,true,BALLE,"Manaure, LAG",Madrugada,27,true,,RIO,"Riohacha, LAG",62,,312,regional sur,1,19,14,4,4
gas_interrupted_10,2023-10-30,2,Efigas,CE6428,false,false,JOBO,"Sahagún, COR",Madrugada,17,true,,MAM,"Cartagena, BOL",16,,513,Troncal principal,0,1,4,3,6
gas_interrupted_10,2023-10-31,3,Gases del Caribe,CE2599,false,false,JOBO,"Sahagún, COR",Tarde,-9,false,,SIN,"Sincelejo, SUC",72,,555,troncal norte,3,6,37,11,9
gas_interrupted_11,2023-11-01,4,Gases del Caribe,CE9208,true,false,BALLE,"Manaure, LAG",Tarde,26,true,,MTR,"Montería, COR",74,,231,Ramal industrial,15,0,14,11,36
gas_interrupted_11,2023-11-02,5,Efigas,CE8623,true,false,BALLE,"Manaure, LAG",Noche,20,true,,MTR,"Montería, COR",34,,446,RAMAL urbano,26,10,0,0,4
gas_interrupted_11,2023-11-03,6,Gases del Caribe,CE3515,true,false,BALLE,"Manaure, LAG",Tarde,-15,false,,STM,"Santa Marta, MAG",46,,263,ductos varios,0,13,5,14,2
gas_interrupted_11,2023-11-04,7,Gases del Caribe,CE5734,true,true,JOBO,"Sahagún, COR",Tarde,15,true,,MTR,"Montería, COR",24,,455,Ramal industrial,0,9,8,0,1
gas_interrupted_11,2023-11-05,1,Surtigas,CE3029,false,true,BALLE,"Manaure, LAG",Tarde,31,true,,VDP,"Valledupar, CES",127,,533,troncal norte,6,15,26,12,26
gas_interrupted_11,2023-11-06,2,Gases de la Guajira,CE3366,false,false,JOBO,"Sahagún, COR",Madrugada,50,true,,BAQ,"Barranquilla, ATL",28,,613,regional sur,11,4,8,2,1
gas_interrupted_11,2023-11-07,3,Gases del Caribe,CE2399,true,true,BALLE,"Manaure, LAG",Mañana,18,true,,SIN,"Sincelejo, SUC",22,,283,RAMAL urbano,1,0,0,8,15
gas_interrupted_11,2023-11-08,4,Gases del Caribe,CE1724,false,true,JOBO,"Sahagún, COR",Madrugada,16,true,,MTR,"Montería, COR",62,,572,regional sur,7,15,2,5,26
gas_interrupted_11,2023-11-09,5,Gases de la Guajira,CE7135,false,false,JOBO,"Sahagún, COR",Mañana,-11,false,,CTG,"Cartagena, BOL",78,,586,regional sur,12,36,1,0,18
gas_interrupted_11,2023-11-10,6,Gasnacer,CE0410,true,false,BALLE,"Manaure, LAG",Madrugada,-4,false,,RIO,"Riohacha, LAG",48,,583,regional sur,20,8,8,4,9
gas_interrupted_11,2023-11-11,7,Gasnacer,CE1743,true,false,JOBO,"Sahagún, COR",Madrugada,41,true,,STM,"Santa Marta, MAG",28,,70,Troncal principal,5,2,0,0,20
gas_interrupted_11,2023-11-12,1,Surtigas,CE6659,true,true,BALLE,"Manaure, LAG",Madrugada,63,true,,MAM,"Cartagena, BOL",43,,625,ductos varios,23,3,6,7,18
gas_interrupted_11,2023-11-13,2,Efigas,CE8287,false,false,BALLE,"Manaure, LAG",Mañana,43,true,,SIN,"Sincelejo, SUC",23,,208,Troncal principal,10,5,8,8,0
gas_interrupted_11,2023-11-14,3,Gases del Caribe,CE1150,false,false,JOBO,"Sahagún, COR",Noche,-10,false,,RIO,"Riohacha, LAG",35,,175,RAMAL urbano,7,4,15,10,1
gas_interrupted_11,2023-11-15,4,Surtigas,CE8446,true,true,BALLE,"Manaure, LAG",Noche,59,true,,STM,"Santa Marta, MAG",40,,321,Troncal principal,5,19,8,3,3
gas_interrupted_11,2023-11-16,5,Surtigas,CE3803,false,true,JOBO,"Sahagún, COR",Noche,-6,false,,STM,"Santa Marta, MAG",39,,401,RAMAL urbano,11,20,2,1,17
gas_interrupted_11,2023-11-17,6,Surtigas,CE9081,true,false,BALLE,"Manaure, LAG",Madrugada,23,true,,STM,"Santa Marta, MAG",45,,280,regional sur,0,12,0,14,7
gas_interrupted_11,2023-11-18,7,Gases del Caribe,CE7836,true,false,BALLE,"Manaure, LAG",Noche,1,true,,CTG,"Cartagena, BOL",122,,105,regional sur,19,28,30,9,28
gas_interrupted_11,2023-11-19,1,Gases del Caribe,CE1838,false,false,JOBO,"Sahagún, COR",Mañana,47,true,,VDP,"Valledupar, CES",63,,241,regional sur,18,5,21,27,17
gas_interrupted_11,2023-11-20,2,Efigas,CE1256,true,false,JOBO,"Sahagún, COR",Mañana,38,true,,CTG,"Cartagena, BOL",46,,639,troncal norte,8,3,0,28,0
gas_interrupted_11,2023-11-21,3,Gases del Caribe,CE8518,true,false,BALLE,"Manaure, LAG",Tarde,60,true,,BAQ,"Barranquilla, ATL",33,,252,Troncal principal,0,14,8,6,9
gas_interrupted_11,2023-11-22,4,Gasnacer,CE7302,true,false,BALLE,"Manaure, LAG",Noche,45,true,,SIN,"Sincelejo, SUC",54,,584,Regional Sabanas,33,10,5,3,12
gas_interrupted_11,2023-11-23,5,Gases del Caribe,CE5796,false,true,BALLE,"Manaure, LAG",Madrugada,22,true,,CTG,"Cartagena, BOL",43,,166,regional sur,5,7,3,15,18
gas_interrupted_11,2023-11-24,6,Gasnacer,CE8873,false,false,JOBO,"Sahagún, COR",Madrugada,58,true,,MTR,"Montería, COR",46,,516,regional sur,10,9,17,15,2
gas_interrupted_11,2023-11-25,7,Surtigas,CE0799,true,true,BALLE,"Manaure, LAG",Mañana,13,true,,SIN,"Sincelejo, SUC",54,,308,Regional Sabanas,17,8,13,6,1
gas_interrupted_11,2023-11-26,1,Gases de la Guajira,CE8300,true,false,JOBO,"Sahagún, COR",Mañana,33,true,,BAQ,"Barranquilla, ATL",41,,346,regional sur,11,30,0,0,13
gas_interrupted_11,2023-11-27,2,Gases del Caribe,CE7381,true,false,BALLE,"Manaure, LAG",Mañana,-5,false,,BAQ,"Barranquilla, ATL",31,,533,Troncal principal,9,11,0,4,8
gas_interrupted_11,2023-11-28,3,Efigas,CE8287,true,false,JOBO,"Sahagún, COR",Noche,6,true,,BAQ,"Barranquilla, ATL",49,,439,RAMAL urbano,11,2,7,33,6
gas_interrupted_11,2023-11-29,4,Gases de la Guajira,CE2651,true,true,JOBO,"Sahagún, COR",Mañana,1,true,,VDP,"Valledupar, CES",51,,308,ductos varios,9,6,1,9,20
gas_interrupted_11,2023-11-30,5,Gases del Caribe,CE3160,true,false,JOBO,"Sahagún, COR",Noche,9,true,,VDP,"Valledupar, CES",36,,413,Regional Sabanas,0,9,27,4,0
gas_interrupted_12,2023-12-01,6,Gases de la Guajira,CE3777,true,false,JOBO,"Sahagún, COR",Tarde,54,true,,MTR,"Montería, COR",48,,272,troncal norte,10,15,3,10,5
gas_interrupted_12,2023-12-02,7,Efigas,CE4006,true,false,BALLE,"Manaure, LAG",Mañana,64,true,,MAM,"Cartagena, BOL",32,,659,troncal norte,0,10,15,14,5
gas_interrupted_12,2023-12-03,1,Gases del Caribe,CE8134,true,true,JOBO,"Sahagún, COR",Tarde,8,true,,MTR,"Montería, COR",65,,432,troncal norte,3,7,14,30,3
gas_interrupted_12,2023-12-04,2,Gases de la Guajira,CE5845,false,false,JOBO,"Sahagún, COR",Madrugada,55,true,,MAM,"Cartagena, BOL",14,,571,troncal norte,2,0,6,8,1
gas_interrupted_12,2023-12-05,3,Surtigas,CE8362,true,true,BALLE,"Manaure, LAG",Noche,-10,false,,CTG,"Cartagena, BOL",86,,497,Regional Sabanas,25,23,1,15,11
gas_interrupted_12,2023-12-06,4,Gases de la Guajira,CE7289,true,false,JOBO,"Sahagún, COR",Noche,40,true,,VDP,"Valledupar, CES",29,,148,Ramal industrial,4,6,1,7,7
gas_interrupted_12,2023-12-07,5,Gases del Caribe,CE2758,false,true,JOBO,"Sahagún, COR",Noche,27,true,,MAM,"Cartagena, BOL",33,,597,RAMAL urbano,4,11,0,3,19
gas_interrupted_12,2023-12-08,6,Surtigas,CE0106,true,false,BALLE,"Manaure, LAG",Mañana,47,true,,MTR,"Montería, COR",22,,585,Regional Sabanas,0,12,6,1,5
gas_interrupted_12,2023-12-09,7,Gases del Caribe,CE8370,true,false,JOBO,"Sahagún, COR",Tarde,19,true,,STM,"Santa Marta, MAG",64,,330,RAMAL urbano,19,6,9,6,8
gas_interrupted_12,2023-12-10,1,Gasnacer,CE9903,true,false,BALLE,"Manaure, LAG",Mañana,46,true,,BAQ,"Barranquilla, ATL",75,,61,regional sur,18,11,25,10,22
gas_interrupted_12,2023-12-11,2,Gasnacer,CE7818,false,false,BALLE,"Manaure, LAG",Noche,20,true,,RIO,"Riohacha, LAG",61,,655,regional sur,0,12,9,14,15
gas_interrupted_12,2023-12-12,3,Gases de la Guajira,CE8013,true,true,JOBO,"Sahagún, COR",Mañana,-13,false,,RIO,"Riohacha, LAG",35,,327,Ramal industrial,15,1,4,0,4
gas_interrupted_12,2023-12-13,4,Gasnacer,CE1150,true,true,BALLE,"Manaure, LAG",Madrugada,23,true,,VDP,"Valledupar, CES",63,,582,Troncal principal,30,0,10,13,0
gas_interrupted_12,2023-12-14,5,Gasnacer,CE5219,true,false,BALLE,"Manaure, LAG",Mañana,64,true,,MTR,"Montería, COR",43,,99,regional sur,0,16,10,0,12
gas_interrupted_12,2023-12-15,6,Gases de la Guajira,CE6198,true,false,BALLE,"Manaure, LAG",Noche,33,true,,BAQ,"Barranquilla, ATL",35,,477,RAMAL urbano,0,0,18,15,0
gas_interrupted_12,2023-12-16,7,Gases del Caribe,CE9829,true,false,JOBO,"Sahagún, COR",Tarde,32,true,,MTR,"Montería, COR",49,,143,Troncal principal,9,2,0,1,21
gas_interrupted_12,2023-12-17,1,Gases de la Guajira,CE1031,true,false,BALLE,"Manaure, LAG",Madrugada,-3,false,,MAM,"Cartagena, BOL",23,,224,RAMAL urbano,8,8,5,2,1
gas_interrupted_12,2023-12-18,2,Gasnacer,CE5057,true,false,BALLE,"Manaure, LAG",Noche,43,true,,CTG,"Cartagena, BOL",51,,615,Ramal industrial,4,13,4,2,19
gas_interrupted_12,2023-12-19,3,Gasnacer,CE2356,true,false,JOBO,"Sahagún, COR",Noche,61,true,,VDP,"Valledupar, CES",60,,350,RAMAL urbano,8,29,8,1,0
gas_interrupted_12,2023-12-20,4,Gasnacer,CE1737,false,false,BALLE,"Manaure, LAG",Tarde,19,true,,CTG,"Cartagena, BOL",53,,269,Troncal principal,1,10,2,17,12
gas_interrupted_12,2023-12-21,5,,CE7515,true,false,JOBO,"Sahagún, COR",Madrugada,58,true,,RIO,"Riohacha, LAG",64,,294,Ramal industrial,15,4,8,21,25
gas_interrupted_12,2023-12-22,6,Gases de la Guajira,CE6565,true,false,BALLE,"Manaure, LAG",Noche,7,true,,MTR,"Montería, COR",46,,164,ductos varios,0,2,1,6,34
gas_interrupted_12,2023-12-23,7,Gases de la Guajira,CE4616,false,false,BALLE,"Manaure, LAG",Mañana,-11,false,,STM,"Santa Marta, MAG",44,,182,Ramal industrial,11,6,0,14,8
gas_interrupted_12,2023-12-24,1,Gasnacer,CE8502,true,false,BALLE,"Manaure, LAG",Noche,-6,false,,CTG,"Cartagena, BOL",53,,313,ductos varios,10,4,25,6,3
gas_interrupted_12,2023-12-25,2,Surtigas,CE7578,true,false,BALLE,"Manaure, LAG",Mañana,61,true,,SIN,"Sincelejo, SUC",28,,299,regional sur,5,0,4,2,10
gas_interrupted_12,2023-12-26,3,Gases de la Guajira,CE6772,false,false,JOBO,"Sahagún, COR",Madrugada,-9,false,,BAQ,"Barranquilla, ATL",36,,644,Troncal principal,13,1,4,16,5
gas_interrupted_12,2023-12-27,4,Gases del Caribe,CE2826,false,true,JOBO,"Sahagún, COR",Madrugada,54,true,,RIO,"Riohacha, LAG",46,,108,Troncal principal,28,10,6,6,0
gas_interrupted_12,2023-12-28,5,Gasnacer,CE3015,true,true,BALLE,"Manaure, LAG",Madrugada,29,true,,CTG,"Cartagena, BOL",56,,291,regional sur,8,4,12,6,17
gas_interrupted_12,2023-12-29,6,Surtigas,CE5145,true,true,JOBO,"Sahagún, COR",Mañana,55,true,,STM,"Santa Marta, MAG",28,,659,RAMAL urbano,5,3,7,3,1
gas_interrupted_12,2023-12-30,7,Gases del Caribe,CE9182,true,false,JOBO,"Sahagún, COR",Tarde,24,true,,VDP,"Valledupar, CES",63,,371,RAMAL urbano,15,2,3,6,17
gas_interrupted_12,2023-12-31,1,Efigas,CE0742,true,false,BALLE,"Manaure, LAG",Madrugada,57,true,,STM,"Santa Marta, MAG",38,,218,Regional Sabanas,1,4,8,22,19
gas_interrupted_1,2023-01-01,1,Efigas,CE6871,true,false,JOBO,"Sahagún, COR",Noche,13,true,,BAQ,"Barranquilla, ATL",73,,240,Regional Sabanas,5,26,2,26,15
gas_interrupted_1,2023-01-02,2,Gases del Caribe,CE5884,true,true,BALLE,"Manaure, LAG",Tarde,21,true,,SIN,"Sincelejo, SUC",45,,388,RAMAL urbano,15,3,4,12,4
gas_interrupted_1,2023-01-03,3,Surtigas,CE6294,true,false,JOBO,"Sahagún, COR",Noche,4,true,,BAQ,"Barranquilla, ATL",63,,421,regional sur,3,12,0,2,30
gas_interrupted_1,2023-01-04,4,Surtigas,CE5479,true,true,JOBO,"Sahagún, COR",Noche,52,true,,VDP,"Valledupar, CES",77,,493,ductos varios,17,10,12,13,6
gas_interrupted_1,2023-01-05,5,Gases del Caribe,CE1429,true,false,BALLE,"Manaure, LAG",Mañana,53,true,,RIO,"Riohacha, LAG",36,,117,Ramal industrial,4,2,11,8,8
gas_interrupted_1,2023-01-06,6,Gasnacer,CE2183,false,false,BALLE,"Manaure, LAG",Noche,34,true,,VDP,"Valledupar, CES",47,,154,ductos varios,23,17,17,2,0
gas_interrupted_1,2023-01-07,7,Efigas,CE0602,true,false,BALLE,"Manaure, LAG",Noche,7,true,,BAQ,"Barranquilla, ATL",46,,432,troncal norte,1,15,17,0,26
gas_interrupted_1,2023-01-08,1,Surtigas,CE7413,true,false,JOBO,"Sahagún, COR",Madrugada,21,true,,MAM,"Cartagena, BOL",63,,276,RAMAL urbano,17,8,15,0,5
gas_interrupted_1,2023-01-09,2,Efigas,CE9911,true,false,JOBO,"Sahagún, COR",Mañana,-12,false,,MTR,"Montería, COR",40,,277,Troncal principal,2,6,20,22,0
gas_interrupted_1,2023-01-10,3,Gases del Caribe,CE7723,true,false,BALLE,"Manaure, LAG",Tarde,58,true,,SIN,"Sincelejo, SUC",45,,118,Troncal principal,17,1,7,10,27
gas_interrupted_1,2023-01-11,4,Gasnacer,CE2166,true,false,BALLE,"Manaure, LAG",Tarde,-3,false,,MTR,"Montería, COR",77,,399,Regional Sabanas,10,20,13,17,21
gas_interrupted_1,2023-01-12,5,Surtigas,CE1110,true,false,JOBO,"Sahagún, COR",Mañana,41,true,,VDP,"Valledupar, CES",48,,599,regional sur,13,8,9,6,11
gas_interrupted_1,2023-01-13,6,Surtigas,CE4438,true,false,BALLE,"Manaure, LAG",Madrugada,5,true,,CTG,"Cartagena, BOL",75,,291,ductos varios,1,4,12,17,32
gas_interrupted_1,2023-01-14,7,Surtigas,CE2902,false,false,BALLE,"Manaure, LAG",Tarde,41,true,,SIN,"Sincelejo, SUC",39,,213,Ramal industrial,19,4,1,12,11
gas_interrupted_1,2023-01-15,1,Surtigas,CE4727,true,false,BALLE,"Manaure, LAG",Noche,57,true,,STM,"Santa Marta, MAG",49,,537,Ramal industrial,13,2,14,18,3
gas_interrupted_1,2023-01-16,2,Surtigas,CE8968,true,false,JOBO,"Sahagún, COR",Madrugada,8,true,,RIO,"Riohacha, LAG",74,,171,Ramal industrial,25,34,3,1,12
gas_interrupted_1,2023-01-17,3,Gases de la Guajira,CE7698,true,false,JOBO,"Sahagún, COR",Noche,62,true,,CTG,"Cartagena, BOL",125,,604,ductos varios,16,4,36,21,8
gas_interrupted_1,2023-01-18,4,Gasnacer,CE3266,false,false,BALLE,"Manaure, LAG",Mañana,-10,false,,MAM,"Cartagena, BOL",7,,118,Regional Sabanas,5,2,1,0,0
gas_interrupted_1,2023-01-19,5,Gases del Caribe,CE6252,true,false,BALLE,"Manaure, LAG",Madrugada,6,true,,RIO,"Riohacha, LAG",64,,162,Regional Sabanas,4,11,9,13,6
