fuente,fecha_despacho,dia_semana,remitente,id_unidad,nodo_entrada,ciudad_entrada,franja_horaria,desbalance_entrada,marca_desbalance_entrada,tipo_desbalance_entrada,nodo_salida,ciudad_salida,desbalance_salida,tipo_desbalance_salida,duracion_transito,tipo_tramo,desbalance_operacional,desbalance_clima,desbalance_sistema,desbalance_integridad,desbalance_aguas_arriba,fabricante,modelo,antiguedad_unidd
gas_flows_4,2023-04-23,1,Gases del Caribe,CE0151,BALLE,"Manaure, LAG",Tarde,18,true,,STM,"Santa Marta, MAG",98,,199,regional sur,20,7,31,13,16,Caterpillar,Mars 100,10
gas_flows_4,2023-04-24,null,Gasnacer,CE8259,BALLE,"Manaure, LAG",Tarde,-8,false,,STM,"Santa Marta, MAG",46,,512,ductos varios,2,14,0,27,2,Caterpillar,Taurus 60,15
gas_flows_4,2023-04-25,3,Efigas,CE6718,BALLE,"Manaure, LAG",Noche,8,true,,STM,"Santa Marta, MAG",51,,240,regional sur,2,16,7,10,0,Caterpillar,,5
gas_flows_4,2023-04-26,4,Gases del Caribe,CE3717,JOBO,"Sahagún, COR",Mañana,55,true,,BAQ,"Barranquilla, ATL",117,,296,Ramal industrial,7,36,3,24,14,Caterpillar,Centaur 40,2
gas_flows_4,2023-04-27,5,Gases de la Guajira,CE6156,JOBO,"Sahagún, COR",Madrugada,32,true,,CTG,"Cartagena, BOL",81,,602,RAMAL urbano,11,16,10,4,17,Siemens,Centaur 40,12
gas_flows_4,2023-04-28,6,Surtigas,CE7695,JOBO,"Sahagún, COR",Noche,37,true,,MAM,"Cartagena, BOL",23,,421,ductos varios,9,11,4,1,0,Siemens,Taurus 60,22
gas_flows_4,2023-04-29,7,Efigas,CE3340,JOBO,"Sahagún, COR",Madrugada,-5,false,,CTG,"Cartagena, BOL",33,,321,Regional Sabanas,10,2,0,2,10,Caterpillar,Taurus 60,8
gas_flows_4,2023-04-30,1,Gasnacer,CE4362,BALLE,"Manaure, LAG",Tarde,64,true,,STM,"Santa Marta, MAG",14,,355,RAMAL urbano,2,2,2,0,5,GE Oil & Gas,Centaur 40,2
gas_flows_5,2023-05-01,2,Gases de la Guajira,CE1,BALLE,"Manaure, LAG",Madrugada,-7,false,,STM,"Santa Marta, MAG",65,,520,troncal norte,13,26,11,5,5,Solar Turbines,C15,0
gas_flows_5,2023-05-02,3,Gases del Caribe,CE4893,JOBO,"Sahagún, COR",Madrugada,7,true,,SIN,"Sincelejo, SUC",29,,214,Ramal industrial,3,4,2,6,10,GE Oil & Gas,Taurus 60,0
gas_flows_5,2023-05-03,4,Gases de la Guajira,CE5034,JOBO,"Sahagún, COR",Tarde,-8,false,,STM,"Santa Marta, MAG",54,,436,Ramal industrial,9,2,24,12,1,Solar Turbines,Taurus 60,6
gas_flows_5,2023-05-04,5,Gases de la Guajira,CE3871,BALLE,"Manaure, LAG",Tarde,-12,false,,VDP,"Valledupar, CES",68,,549,Ramal industrial,1,5,25,0,33,Solar Turbines,Taurus 60,29
gas_flows_5,2023-05-05,6,Surtigas,CE8232,JOBO,"Sahagún, COR",Noche,10,true,,BAQ,"Barranquilla, ATL",83,,455,Ramal industrial,4,25,11,16,2,Siemens,Taurus 60,5
gas_flows_5,2023-05-06,7,Gases del Caribe,CE3794,JOBO,"Sahagún, COR",Noche,40,true,,VDP,"Valledupar, CES",12,,447,ductos varios,1,0,4,0,6,GE Oil & Gas,Centaur 40,6
gas_flows_5,2023-05-07,1,Gases del Caribe,CE1202,BALLE,"Manaure, LAG",Noche,27,true,,VDP,"Valledupar, CES",23,,334,troncal norte,1,0,14,3,10,Siemens,Centaur 40,5
gas_flows_5,2023-05-08,2,Efigas,CE1813,JOBO,"Sahagún, COR",Madrugada,-7,false,,CTG,"Cartagena, BOL",31,,569,Troncal principal,10,13,8,5,5,Caterpillar,C15,14
gas_flows_5,2023-05-09,3,Surtigas,CE1,JOBO,"Sahagún, COR",Mañana,59,true,,SIN,"Sincelejo, SUC",59,,450,Regional Sabanas,3,4,18,17,17,Solar Turbines,Taurus 60,2
gas_flows_5,2023-05-10,4,Gasnacer,CE3784,BALLE,"Manaure, LAG",Madrugada,45,true,,SIN,"Sincelejo, SUC",52,,631,regional sur,7,0,4,9,24,Siemens,Centaur 40,16
gas_flows_5,2023-05-11,5,Gasnacer,CE3560,BALLE,"Manaure, LAG",Mañana,14,true,,STM,"Santa Marta, MAG",13,,404,Ramal industrial,3,4,1,0,6,Solar Turbines,Taurus 60,1
gas_flows_5,2023-05-12,6,Efigas,CE9479,BALLE,"Manaure, LAG",Mañana,19,true,,MAM,"Cartagena, BOL",114,,627,Troncal principal,6,3,28,39,33,Caterpillar,Taurus 60,15
gas_flows_5,2023-05-13,7,Gases de la Guajira,CE6686,BALLE,"Manaure, LAG",Noche,3,true,,RIO,"Riohacha, LAG",27,,465,Regional Sabanas,0,3,2,3,14,Caterpillar,Taurus 60,26
gas_flows_5,2023-05-14,1,Surtigas,CE9606,BALLE,"Manaure, LAG",Madrugada,45,true,,BAQ,"Barranquilla, ATL",55,,147,Troncal principal,5,19,14,1,2,Caterpillar,Centaur 40,4
gas_flows_5,2023-05-15,2,Efigas,CE9550,JOBO,"Sahagún, COR",Tarde,13,true,,RIO,"Riohacha, LAG",29,,457,Troncal principal,10,9,2,10,1,GE Oil & Gas,Mars 100,2
gas_flows_5,2023-05-16,3,Gases del Caribe,CE1531,BALLE,"Manaure, LAG",Mañana,12,true,,CTG,"Cartagena, BOL",90,,481,troncal norte,0,5,13,17,29,GE Oil & Gas,C15,10
gas_flows_5,2023-05-17,4,Surtigas,CE6358,JOBO,"Sahagún, COR",Mañana,-5,false,,MTR,"Montería, COR",39,,415,Ramal industrial,0,0,7,6,18,Siemens,Taurus 60,9
gas_flows_5,2023-05-18,5,Gasnacer,CE3955,BALLE,"Manaure, LAG",Tarde,59,true,,CTG,"Cartagena, BOL",44,,467,Ramal industrial,6,1,1,0,24,GE Oil & Gas,C15,14
gas_flows_5,2023-05-19,6,Gases del Caribe,CE4207,BALLE,"Manaure, LAG",Tarde,4,true,,BAQ,"Barranquilla, ATL",31,,570,ductos varios,14,0,3,4,2,Siemens,Taurus 60,0
gas_flows_5,2023-05-20,7,Efigas,CE3998,JOBO,"Sahagún, COR",Tarde,49,true,,CTG,"Cartagena, BOL",53,,214,Troncal principal,15,9,13,0,19,GE Oil & Gas,C15,5
gas_flows_5,2023-05-21,1,Gasnacer,CE12345678,BALLE,"Manaure, LAG",Tarde,42,true,,MTR,"Montería, COR",34,,403,Troncal principal,19,5,0,11,5,Caterpillar,Centaur 40,27
gas_flows_5,2023-05-22,2,Gases de la Guajira,CE4935,JOBO,"Sahagún, COR",Mañana,31,true,,BAQ,"Barranquilla, ATL",79,,88,Troncal principal,4,11,20,11,7,Siemens,Centaur 40,3
gas_flows_5,2023-05-23,3,Gases del Caribe,CE8315,BALLE,"Manaure, LAG",Tarde,33,true,,RIO,"Riohacha, LAG",50,,178,RAMAL urbano,14,23,1,8,7,Solar Turbines,Mars 100,9
gas_flows_5,2023-05-24,4,Gasnacer,CE6758,BALLE,"Manaure, LAG",Mañana,32,true,,STM,"Santa Marta, MAG",63,,111,Ramal industrial,12,2,8,11,13,GE Oil & Gas,Centaur 40,3
gas_flows_5,2023-05-25,5,Gasnacer,CE3681,BALLE,"Manaure, LAG",Tarde,4,true,,MTR,"Montería, COR",79,,277,Regional Sabanas,5,29,22,1,0,Solar Turbines,C15,20
gas_flows_5,2023-05-26,6,Gasnacer,CE3960,JOBO,"Sahagún, COR",Mañana,-14,false,,RIO,"Riohacha, LAG",73,,327,Troncal principal,2,3,8,10,26,GE Oil & Gas,Mars 100,29
gas_flows_5,2023-05-27,7,Gases de la Guajira,CE3718,BALLE,"Manaure, LAG",Mañana,3,true,,RIO,"Riohacha, LAG",134,,520,Ramal industrial,13,33,5,4,36,Caterpillar,Centaur 40,26
gas_flows_5,2023-05-28,1,Efigas,CE0977,BALLE,"Manaure, LAG",Mañana,49,true,,CTG,"Cartagena, BOL",77,,636,Ramal industrial,15,24,0,19,15,Solar Turbines,Taurus 60,26
gas_flows_5,2023-05-29,2,Gasnacer,CE6681,BALLE,"Manaure, LAG",Mañana,9,true,,MTR,"Montería, COR",72,,260,Ramal industrial,6,29,1,15,0,Caterpillar,Taurus 60,28
gas_flows_5,2023-05-30,3,Surtigas,CE6096,BALLE,"Manaure, LAG",Mañana,-8,false,,RIO,"Riohacha, LAG",36,,575,Ramal industrial,0,13,16,17,0,GE Oil & Gas,,10
gas_flows_5,2023-05-31,4,Gasnacer,CE7681,BALLE,"Manaure, LAG",Noche,28,true,,CTG,"Cartagena, BOL",21,,247,Regional Sabanas,0,2,2,14,9,GE Oil & Gas,Taurus 60,19
gas_flows_6,2023-06-01,5,Surtigas,CE1011,BALLE,"Manaure, LAG",Tarde,33,true,,SIN,"Sincelejo, SUC",96,,512,Troncal principal,7,5,5,22,30,Solar Turbines,Mars 100,18
gas_flows_6,2023-06-02,6,Efigas,CE1975,BALLE,"Manaure, LAG",Madrugada,21,true,,STM,"Santa Marta, MAG",33,,542,regional sur,4,8,8,3,7,Solar Turbines,C15,25
gas_flows_6,2023-06-03,7,Efigas,CE9662,BALLE,"Manaure, LAG",Mañana,48,true,,MTR,"Montería, COR",48,,410,Ramal industrial,25,3,5,8,5,Siemens,Mars 100,0
gas_flows_6,2023-06-04,1,Surtigas,CE4521,JOBO,"Sahagún, COR",Noche,21,true,,MAM,"Cartagena, BOL",66,,369,troncal norte,26,26,7,22,3,Caterpillar,C15,20
gas_flows_6,2023-06-05,2,Surtigas,CE9695,BALLE,"Manaure, LAG",Madrugada,31,true,,SIN,"Sincelejo, SUC",89,,522,Regional Sabanas,34,0,2,24,5,GE Oil & Gas,Mars 100,19
gas_flows_6,2023-06-06,3,Surtigas,CE4709,BALLE,"Manaure, LAG",Tarde,40,true,,CTG,"Cartagena, BOL",69,,65,Ramal industrial,37,0,8,16,24,Caterpillar,Taurus 60,4
gas_flows_6,2023-06-07,4,Gasnacer,CE1523,JOBO,"Sahagún, COR",Mañana,64,true,,MAM,"Cartagena, BOL",58,,407,RAMAL urbano,20,3,32,3,18,Solar Turbines,Centaur 40,17
gas_flows_6,2023-06-08,5,Efigas,CE2529,BALLE,"Manaure, LAG",Noche,-13,false,,BAQ,"Barranquilla, ATL",50,,622,Troncal principal,3,4,1,10,22,Caterpillar,C15,18
gas_flows_6,2023-06-09,6,Gases del Caribe,CE9083,JOBO,"Sahagún, COR",Tarde,-4,false,,CTG,"Cartagena, BOL",71,,191,RAMAL urbano,5,32,4,4,6,Solar Turbines,Taurus 60,8
gas_flows_6,2023-06-10,7,Gases del Caribe,CE0298,BALLE,"Manaure, LAG",Madrugada,-13,false,,BAQ,"Barranquilla, ATL",46,,199,troncal norte,29,11,3,11,9,GE Oil & Gas,Taurus 60,0
gas_flows_6,2023-06-11,1,Gases de la Guajira,CE2986,BALLE,"Manaure, LAG",Tarde,7,true,,VDP,"Valledupar, CES",42,,86,regional sur,33,0,3,3,6,GE Oil & Gas,Centaur 40,27
gas_flows_6,2023-06-12,2,Gases del Caribe,CE5172,JOBO,"Sahagún, COR",Tarde,34,true,,CTG,"Cartagena, BOL",72,,415,Ramal industrial,3,1,35,14,0,GE Oil & Gas,Mars 100,18
gas_flows_6,2023-06-13,3,Gases del Caribe,CE9504,JOBO,"Sahagún, COR",Noche,3,true,,VDP,"Valledupar, CES",121,,327,troncal norte,17,5,35,26,22,Siemens,Taurus 60,12
gas_flows_6,2023-06-14,4,Gases del Caribe,CE3687,JOBO,"Sahagún, COR",Mañana,6,true,,RIO,"Riohacha, LAG",44,,312,Troncal principal,7,6,17,5,9,Siemens,Centaur 40,24
gas_flows_6,2023-06-15,5,Gases del Caribe,CE4853,BALLE,"Manaure, LAG",Mañana,-14,false,,RIO,"Riohacha, LAG",94,,601,Ramal industrial,33,15,5,12,9,Caterpillar,Taurus 60,10
gas_flows_6,2023-06-16,6,Gases de la Guajira,CE2394,BALLE,"Manaure, LAG",Noche,37,true,,CTG,"Cartagena, BOL",38,,205,RAMAL urbano,10,0,23,11,0,Siemens,Taurus 60,25
gas_flows_6,2023-06-17,7,Gases de la Guajira,CE7411,BALLE,"Manaure, LAG",Mañana,-7,false,,BAQ,"Barranquilla, ATL",35,,83,Regional Sabanas,1,0,14,26,4,GE Oil & Gas,,6
gas_flows_6,2023-06-18,1,Gases del Caribe,CE9624,JOBO,"Sahagún, COR",Tarde,25,true,,CTG,"Cartagena, BOL",23,,180,RAMAL urbano,1,1,5,7,13,Solar Turbines,Centaur 40,20
gas_flows_6,2023-06-19,2,Gases del Caribe,CE12345678,BALLE,"Manaure, LAG",Madrugada,25,true,,STM,"Santa Marta, MAG",50,,110,ductos varios,16,10,8,9,9,Siemens,Mars 100,27
gas_flows_6,2023-06-20,3,Gasnacer,CE1730,JOBO,"Sahagún, COR",Madrugada,31,true,,RIO,"Riohacha, LAG",62,,169,ductos varios,26,7,20,10,8,Solar Turbines,C15,2
gas_flows_6,2023-06-21,4,Surtigas,CE9975,JOBO,"Sahagún, COR",Tarde,12,true,,MTR,"Montería, COR",44,,113,Ramal industrial,20,5,4,6,22,Solar Turbines,Taurus 60,13
gas_flows_6,2023-06-22,5,Surtigas,CE4690,JOBO,"Sahagún, COR",Noche,47,true,,RIO,"Riohacha, LAG",29,,595,Ramal industrial,7,4,1,3,12,Siemens,Mars 100,24
gas_flows_6,2023-06-23,6,Gases del Caribe,CE2146,JOBO,"Sahagún, COR",Madrugada,52,true,,MTR,"Montería, COR",84,,477,Ramal industrial,5,1,24,19,10,Caterpillar,Centaur 40,13
gas_flows_6,2023-06-24,7,Gasnacer,CE9347,BALLE,"Manaure, LAG",Noche,38,true,,MTR,"Montería, COR",26,,498,Regional Sabanas,2,0,0,25,7,Solar Turbines,Mars 100,18
gas_flows_6,2023-06-25,1,Gasnacer,CE4434,BALLE,"Manaure, LAG",Tarde,36,true,,BAQ,"Barranquilla, ATL",32,,151,troncal norte,5,6,5,2,19,Solar Turbines,Mars 100,28
gas_flows_6,2023-06-26,2,Surtigas,CE1918,JOBO,"Sahagún, COR",Mañana,42,true,,MAM,"Cartagena, BOL",90,,542,RAMAL urbano,2,34,16,7,1,GE Oil & Gas,C15,26
gas_flows_6,2023-06-27,3,Surtigas,CE1149,BALLE,"Manaure, LAG",Madrugada,28,true,,BAQ,"Barranquilla, ATL",38,,569,regional sur,2,0,22,0,10,GE Oil & Gas,Taurus 60,10
gas_flows_6,2023-06-28,4,Efigas,CE6275,BALLE,"Manaure, LAG",Noche,35,true,,MAM,"Cartagena, BOL",27,,309,Regional Sabanas,0,8,0,7,7,GE Oil & Gas,C15,22
gas_flows_6,2023-06-29,5,Gasnacer,CE7713,JOBO,"Sahagún, COR",Noche,63,true,,BAQ,"Barranquilla, ATL",89,,373,RAMAL urbano,31,15,6,6,27,Siemens,C15,3
gas_flows_6,2023-06-30,6,Gases de la Guajira,CE7490,BALLE,"Manaure, LAG",Madrugada,6,true,,MTR,"Montería, COR",39,,171,troncal norte,2,21,2,9,9,Solar Turbines,Taurus 60,20
gas_flows_7,2023-07-01,7,Efigas,CE4823,BALLE,"Manaure, LAG",Mañana,43,true,,CTG,"Cartagena, BOL",31,,446,Troncal principal,18,3,0,2,10,GE Oil & Gas,Taurus 60,16
gas_flows_7,2023-07-02,1,Gasnacer,CE3530,BALLE,"Manaure, LAG",Mañana,-3,false,,CTG,"Cartagena, BOL",54,,632,troncal norte,7,0,6,26,5,Solar Turbines,Mars 100,7
gas_flows_7,2023-07-03,2,Surtigas,CE4952,BALLE,"Manaure, LAG",Tarde,20,true,,MAM,"Cartagena, BOL",37,,317,Troncal principal,11,32,3,5,1,Solar Turbines,Taurus 60,29
gas_flows_7,2023-07-04,3,Gases del Caribe,CE3047,BALLE,"Manaure, LAG",Mañana,56,true,,CTG,"Cartagena, BOL",19,,337,RAMAL urbano,2,1,0,20,0,Caterpillar,Mars 100,27
gas_flows_7,2023-07-05,4,Efigas,CE6762,JOBO,"Sahagún, COR",Madrugada,-10,false,,CTG,"Cartagena, BOL",80,,229,troncal norte,12,21,15,14,0,GE Oil & Gas,Centaur 40,15
gas_flows_7,2023-07-06,5,Gases del Caribe,CE5736,JOBO,"Sahagún, COR",Noche,50,true,,MTR,"Montería, COR",31,,145,RAMAL urbano,0,4,6,1,11,Siemens,Mars 100,12
gas_flows_7,2023-07-07,6,Efigas,CE0188,JOBO,"Sahagún, COR",Mañana,-4,false,,BAQ,"Barranquilla, ATL",52,,289,Ramal industrial,12,6,10,29,0,Solar Turbines,Mars 100,29
gas_flows_7,2023-07-08,7,Surtigas,CE9345,BALLE,"Manaure, LAG",Noche,63,true,,MTR,"Montería, COR",48,,326,regional sur,31,15,1,7,0,Caterpillar,Mars 100,16
gas_flows_7,2023-07-09,1,Gasnacer,CE0898,BALLE,"Manaure, LAG",Mañana,5,true,,RIO,"Riohacha, LAG",40,,514,troncal norte,0,0,2,9,22,Solar Turbines,Centaur 40,10
gas_flows_7,2023-07-10,2,Gases del Caribe,CE9686,JOBO,"Sahagún, COR",Noche,57,true,,VDP,"Valledupar, CES",82,,450,RAMAL urbano,20,2,16,30,0,Solar Turbines,C15,12
gas_flows_7,2023-07-11,3,Gasnacer,CE5432,JOBO,"Sahagún, COR",Tarde,29,true,,CTG,"Cartagena, BOL",51,,368,Troncal principal,1,19,23,1,8,Caterpillar,Centaur 40,23
gas_flows_7,2023-07-12,4,Gases del Caribe,CE9440,BALLE,"Manaure, LAG",Tarde,47,true,,BAQ,"Barranquilla, ATL",60,,257,regional sur,33,6,12,2,24,GE Oil & Gas,C15,9
gas_flows_7,2023-07-13,5,Gases del Caribe,CE4109,BALLE,"Manaure, LAG",Noche,48,true,,MTR,"Montería, COR",32,,267,Regional Sabanas,7,5,6,18,0,Siemens,,0
gas_flows_7,2023-07-14,6,Gasnacer,CE8649,JOBO,"Sahagún, COR",Madrugada,-9,false,,RIO,"Riohacha, LAG",47,,121,regional sur,2,16,15,2,0,Caterpillar,C15,16
gas_flows_7,2023-07-15,7,Gases del Caribe,CE7662,BALLE,"Manaure, LAG",Tarde,16,true,,CTG,"Cartagena, BOL",51,,644,regional sur,10,18,11,3,4,Caterpillar,Taurus 60,17
gas_flows_7,2023-07-16,1,Gasnacer,CE0286,JOBO,"Sahagún, COR",Tarde,21,true,,CTG,"Cartagena, BOL",50,,289,ductos varios,13,23,5,0,5,GE Oil & Gas,C15,2
gas_flows_7,2023-07-17,2,Efigas,CE5462,JOBO,"Sahagún, COR",Mañana,63,true,,SIN,"Sincelejo, SUC",51,,303,Troncal principal,1,8,0,15,27,Siemens,C15,16
gas_flows_7,2023-07-18,3,Gases del Caribe,CE2951,JOBO,"Sahagún, COR",Madrugada,6,true,,STM,"Santa Marta, MAG",28,,542,Ramal industrial,10,7,10,5,3,Solar Turbines,Centaur 40,23
gas_flows_7,2023-07-19,4,Efigas,CE4815,JOBO,"Sahagún, COR",Tarde,16,true,,MAM,"Cartagena, BOL",44,,628,troncal norte,13,0,0,11,8,Solar Turbines,C15,13
gas_flows_7,2023-07-20,5,Gases del Caribe,CE2797,JOBO,"Sahagún, COR",Madrugada,32,true,,RIO,"Riohacha, LAG",54,,219,regional sur,12,10,8,12,24,GE Oil & Gas,C15,2
gas_flows_7,2023-07-21,6,Surtigas,CE0261,BALLE,"Manaure, LAG",Mañana,32,true,,STM,"Santa Marta, MAG",27,,573,troncal norte,7,5,5,0,5,Siemens,Centaur 40,13
gas_flows_7,2023-07-22,7,Surtigas,CE8224,BALLE,"Manaure, LAG",Madrugada,43,true,,STM,"Santa Marta, MAG",43,,394,Ramal industrial,0,11,0,13,14,Caterpillar,Centaur 40,22
gas_flows_7,2023-07-23,1,Surtigas,CE12345678,JOBO,"Sahagún, COR",Madrugada,23,true,,CTG,"Cartagena, BOL",36,,616,ductos varios,8,18,7,16,0,Siemens,Mars 100,10
gas_flows_7,2023-07-24,2,Efigas,CE3056,BALLE,"Manaure, LAG",Noche,4,true,,CTG,"Cartagena, BOL",46,,288,regional sur,2,4,17,0,9,Solar Turbines,Taurus 60,21
gas_flows_7,2023-07-25,3,Gases de la Guajira,CE9730,BALLE,"Manaure, LAG",Tarde,3,true,,BAQ,"Barranquilla, ATL",43,,640,Ramal industrial,17,3,12,11,0,GE Oil & Gas,C15,19
gas_flows_7,2023-07-26,4,Efigas,CE8333,BALLE,"Manaure, LAG",Mañana,43,true,,STM,"Santa Marta, MAG",57,,83,Ramal industrial,2,25,7,18,1,Caterpillar,Taurus 60,3
gas_flows_7,2023-07-27,5,Gases de la Guajira,CE3613,JOBO,"Sahagún, COR",Tarde,3,true,,STM,"Santa Marta, MAG",36,,416,Ramal industrial,6,3,3,4,12,Solar Turbines,C15,22
gas_flows_7,2023-07-28,6,Gases de la Guajira,CE5381,JOBO,"Sahagún, COR",Madrugada,57,true,,VDP,"Valledupar, CES",31,,304,Ramal industrial,7,0,1,13,1,Siemens,Taurus 60,14
gas_flows_7,2023-07-29,7,Gases de la Guajira,CE4212,JOBO,"Sahagún, COR",Mañana,64,true,,SIN,"Sincelejo, SUC",57,,524,regional sur,1,33,2,10,10,Solar Turbines,Taurus 60,12
gas_flows_7,2023-07-30,1,Gases de la Guajira,CE2921,JOBO,"Sahagún, COR",Mañana,53,true,,RIO,"Riohacha, LAG",38,,473,RAMAL urbano,5,6,6,11,6,Siemens,Centaur 40,28
gas_flows_7,2023-07-31,2,Gases del Caribe,CE2001,JOBO,"Sahagún, COR",Mañana,19,true,,VDP,"Valledupar, CES",49,,643,Ramal industrial,5,20,10,9,23,GE Oil & Gas,Taurus 60,5
gas_flows_8,2023-08-01,3,Gases del Caribe,CE9946,JOBO,"Sahagún, COR",Mañana,28,true,,STM,"Santa Marta, MAG",78,,620,ductos varios,1,6,2,24,30,Caterpillar,Centaur 40,7
gas_flows_8,2023-08-02,4,Gases del Caribe,CE1791,JOBO,"Sahagún, COR",Madrugada,32,true,,VDP,"Valledupar, CES",59,,603,Ramal industrial,1,9,12,13,28,GE Oil & Gas,Centaur 40,4
gas_flows_8,2023-08-03,5,Surtigas,CE0041,BALLE,"Manaure, LAG",Noche,63,true,,VDP,"Valledupar, CES",58,,372,RAMAL urbano,14,12,3,5,19,Siemens,C15,7
gas_flows_8,2023-08-04,6,Gases de la Guajira,CE4200,JOBO,"Sahagún, COR",Madrugada,38,true,,SIN,"Sincelejo, SUC",97,,199,regional sur,22,22,8,2,21,Siemens,C15,16
gas_flows_8,2023-08-05,7,Gases de la Guajira,CE3908,JOBO,"Sahagún, COR",Tarde,30,true,,MAM,"Cartagena, BOL",44,,641,Ramal industrial,17,10,9,1,9,Solar Turbines,Centaur 40,22
gas_flows_8,2023-08-06,1,Gases de la Guajira,CE7782,JOBO,"Sahagún, COR",Mañana,-8,false,,MTR,"Montería, COR",48,,425,Regional Sabanas,12,0,22,2,13,Caterpillar,Taurus 60,26
gas_flows_8,2023-08-07,2,Gasnacer,CE6773,BALLE,"Manaure, LAG",Noche,18,true,,BAQ,"Barranquilla, ATL",16,,97,Troncal principal,3,3,2,4,10,Caterpillar,Taurus 60,15
gas_flows_8,2023-08-08,3,Gases de la Guajira,CE12345678,JOBO,"Sahagún, COR",Mañana,30,true,,SIN,"Sincelejo, SUC",38,,589,Regional Sabanas,1,9,6,1,17,Solar Turbines,Centaur 40,23
gas_flows_8,2023-08-09,4,Gasnacer,CE6062,JOBO,"Sahagún, COR",Tarde,19,true,,MTR,"Montería, COR",53,,88,regional sur,18,10,5,18,4,Solar Turbines,C15,0
gas_flows_8,2023-08-10,5,Gases del Caribe,CE6975,JOBO,"Sahagún, COR",Madrugada,26,true,,VDP,"Valledupar, CES",62,,250,troncal norte,11,4,3,13,13,Caterpillar,Centaur 40,16
gas_flows_8,2023-08-11,6,Gases del Caribe,CE5036,JOBO,"Sahagún, COR",Madrugada,51,true,,SIN,"Sincelejo, SUC",22,,246,regional sur,1,2,8,2,4,Siemens,C15,5
gas_flows_8,2023-08-12,7,Surtigas,CE5922,JOBO,"Sahagún, COR",Tarde,59,true,,VDP,"Valledupar, CES",44,,93,troncal norte,2,5,5,25,8,Siemens,Centaur 40,18
gas_flows_8,2023-08-13,1,Gases del Caribe,CE3847,BALLE,"Manaure, LAG",Noche,-11,false,,RIO,"Riohacha, LAG",22,,399,regional sur,7,1,0,12,8,GE Oil & Gas,Mars 100,18
gas_flows_8,2023-08-14,2,Gasnacer,CE7439,JOBO,"Sahagún, COR",Tarde,18,true,,BAQ,"Barranquilla, ATL",56,,189,Ramal industrial,5,4,20,0,9,Solar Turbines,Centaur 40,19
gas_flows_8,2023-08-15,3,Gasnacer,CE4263,BALLE,"Manaure, LAG",Mañana,63,true,,MAM,"Cartagena, BOL",50,,164,Ramal industrial,12,1,18,8,8,Solar Turbines,Taurus 60,20
gas_flows_8,2023-08-16,4,Gases de la Guajira,CE1836,JOBO,"Sahagún, COR",Tarde,40,true,,MAM,"Cartagena, BOL",71,,600,troncal norte,10,17,14,3,15,Caterpillar,Mars 100,17
gas_flows_8,2023-08-17,5,Gases de la Guajira,CE4636,JOBO,"Sahagún, COR",Noche,63,true,,MAM,"Cartagena, BOL",40,,369,Ramal industrial,25,3,0,0,10,Solar Turbines,C15,15
gas_flows_8,2023-08-18,6,Gases del Caribe,CE4856,JOBO,"Sahagún, COR",Mañana,-7,false,,MTR,"Montería, COR",85,,560,Ramal industrial,0,17,18,11,17,Solar Turbines,Mars 100,8
gas_flows_8,2023-08-19,7,Efigas,CE8406,BALLE,"Manaure, LAG",Mañana,26,true,,MTR,"Montería, COR",126,,510,regional sur,22,19,16,25,4,Siemens,Mars 100,26
gas_flows_8,2023-08-20,1,Gasnacer,CE5024,BALLE,"Manaure, LAG",Mañana,53,true,,MTR,"Montería, COR",39,,322,ductos varios,21,13,8,5,4,Solar Turbines,C15,19
gas_flows_8,2023-08-21,2,Gasnacer,CE9587,BALLE,"Manaure, LAG",Mañana,6,true,,CTG,"Cartagena, BOL",74,,514,RAMAL urbano,10,4,0,24,18,Siemens,C15,19
gas_flows_8,2023-08-22,3,Surtigas,CE0060,BALLE,"Manaure, LAG",Noche,55,true,,STM,"Santa Marta, MAG",26,,501,ductos varios,2,8,2,2,19,Siemens,C15,23
gas_flows_8,2023-08-23,4,Gasnacer,CE0206,BALLE,"Manaure, LAG",Madrugada,23,true,,BAQ,"Barranquilla, ATL",98,,633,ductos varios,2,19,31,3,30,GE Oil & Gas,C15,8
gas_flows_8,2023-08-24,5,Gases de la Guajira,CE6528,JOBO,"Sahagún, COR",Tarde,46,true,,STM,"Santa Marta, MAG",28,,549,Troncal principal,4,0,0,13,3,Solar Turbines,Taurus 60,24
gas_flows_8,2023-08-25,6,Gases de la Guajira,CE5660,JOBO,"Sahagún, COR",Madrugada,-10,false,,SIN,"Sincelejo, SUC",24,,263,Regional Sabanas,1,4,0,0,19,Solar Turbines,C15,8
gas_flows_8,2023-08-26,7,Gases del Caribe,CE9565,JOBO,"Sahagún, COR",Noche,-15,false,,MTR,"Montería, COR",33,,242,Ramal industrial,3,13,3,12,2,Caterpillar,C15,14
gas_flows_8,2023-08-27,1,Gases del Caribe,CE2568,JOBO,"Sahagún, COR",Tarde,15,true,,CTG,"Cartagena, BOL",28,,149,troncal norte,10,4,0,7,3,Caterpillar,Taurus 60,6
gas_flows_8,2023-08-28,2,Gases de la Guajira,CE7448,JOBO,"Sahagún, COR",Noche,2,true,,STM,"Santa Marta, MAG",19,,608,RAMAL urbano,1,3,0,12,3,Caterpillar,Mars 100,7
